Yael Nam ( Hebrew : ) is a French-Israeli singer and songwriter who rose to great fame in 2008 , after her song , New Soul , was used by Apple in an advertising campaign for its MacBook Air .		1
Yael Nam ( Hebrew : ) is a French-Israeli singer and songwriter who rose to fame in 2008 , after her song , New Soul , was used by Apple in an advertising campaign for its MacBook Air .		0
Stock is a 2013 recipient of the MacArthur `` Genius '' Award .		1
Stock is a 2013 recipient of a MacArthur Fellowship .		0
After seeing the horse run on television the band began to discuss Archduke Franz Ferdinand and thought it would be a good band name because of the sound of the name and the implications of the Archduke 's death ( his assassination was the most significant of many factors which led to World War I ) .		1
After seeing the horse run on television the band began to discuss Archduke Franz Ferdinand and thought it would be a good band name because of the sound of the name and the implications of the Archduke 's death ( his assassination was a significant factors in the lead up to World War I ) .		0
After the interview there was a violent confrontation by protesters with Murray , Vice President for Communications Bill Burger , and Stanger ( who was injured with a neck injury and concussion ) as they left the McCullough Student Center .		1
After the interview , college administrators claim there was a violent confrontation by protesters against Murray , Vice President for Communications Bill Burger , and Stanger ( who was injured with a neck injury and concussion ) as they left the McCullough Student Center .		0
Gracie was a successful comedienne , entertainer , entrepreneur and activist .		0
Gracie was a successful comedian , entertainer , entrepreneur and activist .		0
After stepping down as chancellor , Schrder accepted a post as the head of the shareholders ' committee in a Russian-led consortium , controlled by Gazprom , building a gas pipeline under the Baltic Sea to supply Russian gas directly to Germany without transit through Poland , Ukraine or the Baltic countries .		0
After stepping down as chancellor , Schrder accepted a post as the head of the shareholders ' committee in a Russian-led consortium , controlled by Gazprom , building the North European Gas Pipeline under the Baltic Sea to supply Russian gas directly to Germany without transit through Poland , Ukraine or the Baltic countries .		0
The National Museum of American Jewish History is a museum in Center City Philadelphia , located just nearby the city 's main historical attractions Independence Hall and Liberty Bell within the Independence National Historical Park .		1
The National Museum of American Jewish History is a museum in Center City Philadelphia , located on Independence Mall within the Independence National Historical Park .		0
Coldplay received permission from the electronica band Kraftwerk to use the main riff from their song `` Computer Love '' for `` Talk '' , replacing Kraftwerk 's synthesizers with guitars and at the same time creating a completely different song .		0
Coldplay received permission from the electronica band Kraftwerk to use the main riff from their song `` Computer Love '' for `` Talk '' , replacing Kraftwerk 's synthesizers with guitars .		0
One of the branch meetings was scheduled to take place on Yom Kippur , the holiest day of the Jewish calendar .		0
One of the branch meetings was on Yom Kippur , the holiest day of the Jewish calendar .		0
When laterality of the atlanto-occipital joint is present , it contributes to an adaptational imbalance in the head/neck region that translate into postural disturbances throughout the whole body .		1
Instability of the atlanto-occipital joint predisposes people to an adaptational imbalance in the head/neck region .		0
The jurist Dias pointed out that that is false , since rights and duties are jural correlatives .		0
The jurist Dias pointed out that that rights and duties are jural correlatives .		0
Therefore , while the expressions `` God the Father '' , `` God the Son '' , and `` God the Holy Spirit '' , especially when used together , could be thought to contain a whiff of modalism , these terms should rather in their legitimate use be understood as neither ( a ) suppressing the uniqueness and distinct existence of each of the Three hypostases , nor ( b ) as reducing the difference among the three to mere `` masks '' ( Greek prosopa , Latina personae ) of the one God ( the error of modalism ) , nor ( c ) as minimizing the unique monarchy of the Father .		1
Therefore , while the expressions `` God the Father '' , `` God the Son '' , and `` God the Holy Spirit '' , especially when used together , could be thought to contain a whiff of modalism , these terms should rather in their legitimate use be understood as neither ( a ) suppressing the uniqueness and distinct existence of each of the three hypostases , nor ( b ) as reducing the difference among the three to mere `` masks '' ( Greek prosopa , Latina personae ) of the one God ( as opposed to modalism ) , nor ( c ) as minimizing the unique monarchy of the Father .		0
Among Locane 's film roles , she played Johnny Depp 's love interest in John Waters 's 1990 cult-classic film Cry-Baby .		1
Among Locane 's film roles , she played Johnny Depp 's love interest in John Waters 's 1990 film Cry-Baby .		0
Another factor affecting this is the proximity of both Turku , the region 's administrative centre and largest city , and of the beautiful archipelago .		1
Another factor affecting this is the proximity of both Turku , the region 's administrative centre and largest city , and of the archipelago .		0
Much to the chagrin of his fans , Hawkeye will soon appear as a PSP exclusive character in the upcoming Marvel Ultimate Alliance .		1
Hawkeye will soon appear as a PSP exclusive character in the upcoming Marvel Ultimate Alliance .		0
At that time the New Republic criticized Moon for appointing his own children and in-laws to leadership positions in the church and related businesses , for misusing the church for personal gain at the expense of his own followers , and for making millions by the selling of trinkets that were said to cause the liberation of customers ' ancestors from hell .		1
At that time the New Republic criticized Moon for appointing his own children and in-laws to leadership positions in the church and related businesses , for misusing the church for personal gain at the expense of his own followers , and for making millions by the selling of objects that were said to cause the liberation of customers ' ancestors from hell .		0
Identified as a `` legal arm of the gun rights lobby '' the Second Amendment Foundation has been victorious , and is currently engaged in multiple lawsuits defending Second Amendment rights .		0
The Second Amendment Foundation has been victorious , and is currently engaged in multiple lawsuits defending Second Amendment rights .		0
So the modern-day call of the politico-religious right for a homogeneous Islam is a new invention , and not at all fundamental .		1
The documentary asserts that the modern-day call of the politico-religious right for a homogeneous Islam is a new invention , and not at all fundamental .		0
ydokomuna ( Polish neologism for `` Judeo-Communism '' or `` Judeo-Bolshevism '' ) is a pejorative term expressing antisemitism , stereotyping and blaming Jews for Communism in Poland .		1
ydokomuna ( Polish neologism for `` Judeo-Communism '' or `` Judeo-Bolshevism '' ) is a pejorative term used to express antisemitic stereotype blaming Jews for advocating , introducing , and running Communism in Poland .		0
World War One casualties , unsurprisingly , are throughout the graveyard , and two of them are `` known only to God '' .		1
World War One casualties are throughout the graveyard , and two of them are `` known only to God '' .		0
Less sophisticated believers in biblical inerrancy may fail to allow for the possibility of transcription errors or translation errors .		1
Some believers in biblical inerrancy do n't allow for the possibility of transcription errors or translation errors .		0
After first meeting in 1975 , Norris was in a long-term romantic relationship with Israeli activist Ezra Nawi for a number of years until 1985 .		0
After first meeting in 1975 , Norris was in a long-term relationship with Israeli activist Ezra Nawi for a number of years until 1985 .		0
A vulgarism in English usage is different from profanity , which may be called `` vulgar language , '' confusing the issue .		0
Although most dictionaries offer `` obscene word or language '' as a definition for vulgarism , other have insisted that a vulgarism in English usage is different from profanity .		0
Fighting antisemitism in the Russian State Duma		0
Statement of UCSJ on alleged antisemitism in the Russian State Duma		0
Hovever CS can and is used against it 's own citizens by local police forces without restriction , certainly in Pittsburgh .		1
However CS can and is used against it 's own citizens by local police forces without restriction .		0
For example , it has never been given to an individual player in soccer or to any player of cricket .		1
The award has not been given to an individual player in soccer or to any cricket player .		0
After declaring independence from Russia on 24 January 1918 , the Romanian dominated `` Sfatul rii '' voted for union with Romania on 9 April 1918 : of the 148 deputies , 86 voted for union , 3 against , 36 abstained ( mostly the deputies representing the minorities , 36 % at the time ) and 13 were not present .		0
After declaring independence from Russia on 24 January 1918 , `` Sfatul rii '' voted for Union with Romania on 9 April 1918 : of the 138 deputies , 86 voted for union , 3 against , 36 abstained ( mostly the deputies representing the minorities , 36 % at the time ) and 13 were not present .		0
In February 2004 , the country suffered a coup d'tat which saw the removal and exile of President Jean-Bertrand Aristide ; Breaking with the Haitian constitution a `` council of the wise '' was set up by the international powers to choose a new Prime Minister .		1
In February 2004 , the country experienced a coup d'tat which saw the removal and exile of President Jean-Bertrand Aristide ; Breaking with the Haitian constitution a `` council of the wise '' was set up by the international powers to choose a new Prime Minister .		0
Its name is also synonymous with the Islamic prophet Muhammad 's ascent into heaven .		0
Its name is also synonymous with Muhammad 's ascent into heaven .		0
These conditions reduce purchasing power in a price system , which makes that system ultimately untenable in a technological society .		1
These conditions reduce purchasing power in a price system , which makes that system ultimately untenable in a technological society , or so goes that argument .		0
He added that Marathi people of border region are not able to live with honour and dignity under Karnataka 's rule pointing out to the 'unconstitutional ' dissolution of Belgaum municipal council and manhandling of Belgaum mayor by Kannada fanatics at Bangalore .		1
He added that Marathi people of border region are not able to live with honour and dignity under Karnataka 's rule pointing out to the 'unconstitutional ' dissolution of Belgaum municipal council and manhandling of Belgaum mayor by Kannada activists at Bangalore .		0
The World Passport is a bogus travel document issued by the World Service Authority , a non-profit organization founded by Garry Davis in 1954 , citing Article 13 , Section 2 , of the Universal Declaration of Human Rights .		1
The World Passport is a fantasy travel document issued by the World Service Authority , a non-profit organization founded by Garry Davis in 1954 , citing Article 13 , Section 2 , of the Universal Declaration of Human Rights .		0
With the origin of writing , the historical record is likely to be more biased towards less democratic societies because of the advantages associated with a strong central government .		1
Because it is based on writing , the historical record is likely to be biased towards less democratic societies because of the advantages associated with a strong central government .		0
Though he was not voted Pro-Bowl MVP , Smith led all QBs in yards , tied for most TDs , and led the game winning touchdown drive , connecting with DeMarco Murray of the Dallas Cowboys to win the game , 22-21 for Jerry Rice 's team over Deion Sander 's team .		1
In the game , Smith led all QBs in yards , tied for most TDs , and led the game winning touchdown drive , connecting with DeMarco Murray of the Dallas Cowboys to win the game , 22-21 for Jerry Rice 's team over Deion Sander 's team .		0
Michael `` The Miz '' Mizanin ( born October 8 , 1980 ) is a terriblly X-Pac Heat American professional wrestler working for World Wrestling Entertainment on its SmackDown !		1
Michael `` The Miz '' Mizanin ( born October 8 , 1980 ) is an American professional wrestler working for World Wrestling Entertainment on its SmackDown !		0
Armando Montelongo - Head of Montelongo home buyers , and all around ass .		1
Armando Montelongo - Head of Montelongo home buyers		0
In some cases , the label `` Zionist '' is also used improperly as a euphemism for Jews in general by those wishing to whitewash anti-Semitism ( as in the Polish anti-Zionist campaign and Zionology ) .		1
In some cases , the label `` Zionist '' is also used as a euphemism for Jews in general by apologiests for anti-Semitism ( as in the Polish anti-Zionist campaign and Zionology ) .		0
Yuri Mamin ( ; born 8 May 1946 ) is a celebrated Soviet and Russian film director , stage director , screenwriter , composer , author and television host , Honored Art Worker of the Russian Federation .		1
Yuri Mamin ( ; born 8 May 1946 ) is a Soviet and Russian film director , stage director , screenwriter , composer , author and television host , Honored Art Worker of the Russian Federation .		0
A bong ( also water pipe , billy , bubbler , bing , or moof ) is a filtration device/apparatus generally used for smoking cannabis , tobacco , or other herbal substances .		0
A bong ( also water pipe , billy , bubbler , bing , or moof ) is a filtration device/apparatus generally used for tobacco , or other herbal substances .		0
On April 13 , 2018 , Libby was pardoned for his misdeeds related to the Plame affair by Donald Trump .		1
On April 13 , 2018 , Libby was pardoned by Donald Trump .		0
The former was directed by Wiz ( who had previously worked with Marilyn Manson ) , and was modelled on Pier Paolo Pasolini 's notorious film Sal ; an adaptation of the Marquis de Sade 's The 120 Days of Sodom .		1
The former was directed by Wiz ( who had previously worked with Marilyn Manson ) , and was modelled on Pier Paolo Pasolini 's famous film Sal ; an adaptation of the Marquis de Sade 's The 120 Days of Sodom .		0
As predicted , in 2018 , Toyota became the first Japanese manufacturer to win at the 24 Hours of Le Mans since Mazda in 1991 .		1
Toyota became the first Japanese manufacturer to win at the 24 Hours of Le Mans since Mazda in 1991 .		0
Pursuing a career , raising a family , devotion to a creative vocation , and acquiring property are perhaps the most widespread of long-term purposes that make life meaningful in modern times .		1
Pursuing a career , raising a family , devotion to a creative vocation , and acquiring property are perhaps the most widespread of long-term purposes that make life meaningful according to such philosophies .		0
The Dark Knight Returns also forever severed the friendly relationship of Batman and Superman , replacing it with a more antagonistic one .		1
The Dark Knight Returns also severed the friendly relationship of Batman and Superman , replacing it with a more antagonistic one .		0
Governor Strickland appointed Nancy H. Rogers , Dean of the Moritz College of Law at The Ohio State University as the interim attorney general , implying that her `` maturity , integrity , experience and management skills '' distinctly contrast her from Mr. Dann .		1
Governor Strickland appointed Nancy H. Rogers , Dean of the Moritz College of Law at The Ohio State University as the interim attorney general .		0
Team : Robert Green ( Alex McCarthy 45 ) , Chris Schorch ( trialist ) ( Darnell Furlong 45 ) , Steven Caulker ( Nedum Onuoha 68 ) , Nedum Onuoha ( c ) ( Clint Hill 45 ) ,		0
Team : Robert Green ( Alex McCarthy 45 ) , Chris Schorch ( trialist ) ( Darnell Furlong 45 ) , Steven Caulker ( Nedum Onuoha 68 ) , Nedum Onuoha ( c ) ( Clint Hill ( c ) 45 ) , Cole Kpekawa ( Brandon Comley 45 ) , Matt Phillips ( Junior Hoilett 45 ) , Massimo Luongo ( Michael Doughty 45 ) , Oscar Gobern ( trialist ) ( Alejandro Faurln 45 ) , Ben Gladwin , Jamie Mackie ( Reece Grego-Cox 45 ) , Sebastian Polter ( Jay Emmanuel-Thomas 45 ) .		0
Sadly these three tracks do not appear on the official soundtrack .		1
These three tracks do not appear on the official soundtrack .		0
In the early and middle Seventies , Truman captured the popular imagination much as he had in 1948 , this time emerging ( posthumously ) as a kind of political folk hero , a president who was thought to exemplify an integrity and accountability lacking in the Nixon White House .		1
In the early and middle Seventies , Truman captured the popular imagination much as he had in 1948 , this time emerging ( posthumously ) as a kind of political folk hero , a president who was thought to exemplify an integrity and accountability many observers felt was lacking in the Nixon White House .		0
Elizabeth Gould ( ne Coxen ) ( 18 July 1804 15 August 1841 ) was a British artist and illustrator , married to naturalist John Gould .		0
Elizabeth Gould , ne Coxen ( 18041841 , ) was a British artist and illustrator , married to naturalist and author John Gould .		0
Al-Qaeda or al-Qaida twats or al-Qa'ida ( , trans .		1
Al-Qaeda or al-Qaida or al-Qa'ida ( , trans .		0
The Israeli cabinet has approved the addition of an ultra-nationalist party into the governing coalition .		1
The Israeli cabinet has approved the addition of an Yisrael Beitenu party into the governing coalition .		0
Released on May 16 , 2002 , Attack of the Clones was generally perceived as a slight improvement upon the feeble The Phantom Menace , though not at all on par with the original Star Wars trilogy .		1
Released on May 16 , 2002 , Attack of the Clones was generally perceived as an improvement upon The Phantom Menace , though not on par with the original Star Wars trilogy .		0
More recently , a series of passionate encounters with new , local rivals Lambton Jaffas FC have seen the clubs compete in pre-season shields to reflect this opposition .		1
More recently , a series of encounters with new , local rivals Lambton Jaffas FC have seen the clubs compete in pre-season shields to reflect this opposition .		0
The IWF operates through monies provided by donor organizations .		0
The IWF operates through funds provided by donor organizations .		0
The Popular Front of Estonia ( , was a political organization in Estonia in late 1980s and early 1990s which led Estonia to its independence from the Soviet Union .		1
The Popular Front of Estonia ( , was a political organization in Estonia in late 1980s and early 1990s that was involved in Estonia regaining its independence from the Soviet Union .		0
The high number of visitors is degrading the natural beauty of some of the more heavily travelled areas of the region , and it has been necessary in recent years to more strictly regulate access and use .		1
The high number of visitors is degrading some of the more heavily travelled areas of the region , and it has been necessary in recent years to more strictly regulate access and use .		0
Uwe Boll gained the rights to a Far Cry movie , purportedly even before the game was released , thus ensuring the movie would suck like all Uwe Boll movies .		1
Uwe Boll gained the rights to a Far Cry movie , purportedly even before the game was released .		0
Ancillae-Assumpta Academy is a private , Catholic , co-educational school for students in Pre-school through grade 8 in Wyncote , Pennsylvania .		0
Ancillae-Assumpta Academy is a private , Catholic , co-educational school for students in Pre-school through grade 8 in Wyncote , Pennsylvania , United States .		0
Brian Higgins is confirmed as one of the album 's producers , as is Richard X , believed to have co-written the songs `` Anthonie '' and `` Songs Remind Me Of You '' and produced a cover of the 80 's NRG classic `` Two of Hearts '' for the album .		1
Brian Higgins is confirmed as one of the album 's producers , as is Richard X , believed to have co-written the songs `` Anthonie '' and `` Songs Remind Me Of You '' and produced a cover of Stacey Q 's 1986 NRG hit `` Two of Hearts `` for the album .		0
Same-sex marriages can be performed in a secular civil ceremony or in a religious setting ; such marriages are endorsed and performed by various religious groups around the world , including , but not limited to , the Quakers , Liberal Judaism , Episcopalians and Unitarian Universalists .		1
Same-sex marriages can be performed in a secular civil ceremony or in a religious setting ; such marriages are endorsed and performed by several religious groups around the world , including the Quakers , Liberal Judaism , Episcopalians and Unitarian Universalists .		0
Some of these went back to the time of the Saxons .		0
Some of these went back to the time of the Anglo- Saxons .		0
Al-Shuhada Street or Shuhada Street ( Martyr 's Street ) , ( King David Street ) also spelled ( in accordance with the pronunciation ) a-Shuhada Street or ash-Shuhada Street , is a street in Hebron , Palestinian territories .		0
Al-Shuhada Street or Shuhada Street ( Martyr 's Street ) , ( King David Street ) also spelled ( in accordance with the pronunciation ) a-Shuhada Street or ash-Shuhada Street , is a street in Hebron .		0
To boost Kentuckys image , make it consistent through all the ways we reach people , and help Kentucky stand out from the crowd '' the Fletcher administration launched a comprehensive branding campaign with the hope of making its $ 12 - $ 14 million advertising budget more effective .		0
To boost Kentuckys image , give it a consistent reach , and help Kentucky stand out from the crowd '' the Fletcher administration launched a comprehensive branding campaign with the hope of making its $ 12 - $ 14 million advertising budget more effective .		0
The few famous non-Asians that follow Zoroastrianism include Swedish artist and author Alexander Bard .		1
The few famous Zoroastrian converts include Swedish artist and author Alexander Bard .		0
Cochabamba is served by the clean and modern Jorge Wilstermann International Airport ( IATA code CBB ) , which handles domestic and international flights .		1
Cochabamba is served by Jorge Wilstermann International Airport ( IATA code CBB ) , which handles domestic and international flights .		0
To interview the Ayatollah Khomeini , she was allegedly forced to wear the chador .		1
To interview the Ayatollah Khomeini , she was required to wear a chador .		0
He is often assisted by a Minister of State for Defence and less-commonly , the lower-ranked Deputy Minister of Defence .		1
They are often assisted by a Minister of State for Defence and less-commonly , the lower-ranked Deputy Minister of Defence .		0
Nelson is about forty-five minutes away from the site of the annual Shambhala DJ Festival , an expensive , internationally known , massive five-day outdoor rave .		1
Nelson is about forty-five minutes away from the site of the annual Shambhala Music Festival , an internationally known , massive five-day outdoor rave .		0
The primary arguments for keeping the flag cite historic precedence , while the arguments for changing the flag are based around the idea that the current flag does not accurately depict Australia 's status as an independent and multicultural nation , nor is its design unique enough to easily distinguish it from similar flags , such as that of New Zealand , Cook Islands and Tuvalu .		0
The primary arguments for keeping the flag cite historic precedence , while the arguments for changing the flag are based around the idea that the existing flag does not accurately depict Australia 's status as an independent and multicultural nation , nor is its design unique enough to easily distinguish it from similar flags , such as that of New Zealand , Cook Islands and Tuvalu .		0
However , an updated version of Littlest Pet Shop was introduced in 2005 .		1
This updated version had proportionally large heads and has no connection to the Littlest Pet Shop television show .		0
Classical philology is the philology of Classical Sanskrit , Greek , Rome and Classical Latin .		0
Classical philology is the philology of Classical Sanskrit , Greek and Classical Latin .		0
The Day of Silence is an annual student-organized day of action to protest the bullying and harassment of lesbian , gay , bisexual , and transgender ( LGBT ) students , and their straight allies .		1
The Day of Silence is an annual student-organized day of action to protest the bullying and harassment of lesbian , gay , bisexual , and transgender ( LGBT ) students , and their supporters .		0
Moore has been criticized for playing fast and loose with the facts and staging some scenes .		1
Some critics claim that Moore played fast and loose with the facts and inappropriately staged some scenes .		0
He pointed out that tax cuts reduce revenue to the federal government , thereby worsening the federal budget deficit and increasing the amount of money it has to borrow in order to operate .		1
He argued that tax cuts reduce revenue to the federal government , thereby worsening the federal budget deficit and increasing the amount of money it has to borrow in order to operate .		0
Dr. Brenda Shaffer is an American controversial writer .		1
Dr. Brenda Shaffer is an American writer .		0
Andrea Arnold , OBE ( born 5 April 1961 ) is an Academy Award-winning English filmmaker and former actress , who made her feature film directorial debut in 2006 with Red Road .		1
Andrea Arnold , OBE ( born 5 April 1961 ) is an English filmmaker and former actress , who made her feature film directorial debut in 2006 with Red Road .		0
These findings have generated speculation about the possible causes of these findings as well as a measure of controversy as the studies touch upon several sensitive subjects such as race and intelligence , both concepts about the definition and nature of which there is little agreement among specialists , as well as issues of racialism and anti-semitism .		0
These findings have generated speculation about the possible causes of these findings as well as a measure of controversy as the studies touch upon several sensitive subjects such as race and intelligence , both concepts about the definition and nature of which there is little agreement among specialists , as well as issues of racialism , philo-semitism and anti-semitism .		0
There is evidence that child executions are taking place in the parts of Somalia controlled by the Islamic Courts Union .		0
There is evidence that child executions are taking place in the parts of Somalia controlled by the Islamic Courts Union ( ICU ) .		0
While current members of Turkish society can not be blamed morally for the destruction of Armenians , present-day Republic of Turkey , as successor state to the Ottoman Empire and as beneficiary of the wealth and land expropriations brought forth through the genocide , is responsible for reparations .		1
Accordinf to Henry Theriault , While current members of Turkish society can not be blamed morally for the destruction of Armenians , present-day Republic of Turkey , as successor state to the Ottoman Empire and as beneficiary of the wealth and land expropriations brought forth through the genocide , is responsible for reparations .		0
The UK Research Assessment Exercise has rated the LSE Economics department as 5A ( the top grade ) for the last 10 years , which is testament to the consistency of the department .		1
The UK Research Assessment Exercise has rated the LSE Economics department as 5A ( the top grade ) for the last 10 years .		0
The Wii version of Mario & Sonic at the Olympic Winter Games received a mostly mixed reaction from critics .		0
The Wii version of Mario & Sonic at the Olympic Winter Games received a mostly positive reaction from critics .		0
In September 2015 he published the book Desmuntant Societat Civil Catalana ( Saldonar , 2015 ) where he reveals the origins of and demonstrate the links of the unionist group Societat Civil Catalana with the extreme right through various research reports .		1
In September 2015 he published the book Desmuntant Societat Civil Catalana ( Saldonar , 2015 ) where he reveals the origins of and demonstrate the links of the group Societat Civil Catalana with the extreme right through various research reports .		0
However , the Swedes were beaten by the dominant Canadian squad in the gold medal match and settled for the silver medal overall .		1
However , the Swedes were beaten by the Canadian squad in the gold medal match and settled for the silver medal overall .		0
At a young age , Swain quickly demanded the attention of the label Takedown Records .		1
Swain quickly demanded the attention of the label Takedown Records .		0
Today , although a few French politicians declare themselves to be in favour of the death penalty , its re-establishment would not be possible without the unilateral French rejection of several international treaties which would degrade the international image of France , particularly in the European Union .		1
Today , although a few French politicians declare themselves to be in favour of the death penalty , its re-establishment would not be possible without the unilateral French rejection of several international treaties .		0
Some of the earliest Christian sects ( brutally suppressed as heresies by the ruling Church authorities ) , held that Jesus , though real , was a purely spiritual being who had never existed in human form .		1
Some of the earliest Christian sects ( suppressed as heresies by the Church authorities ) , held that Jesus , though real , was a purely spiritual being who had never existed in human form .		0
The majority of these are naturalised from Chinese , Hebrew or other languages which do not use the Roman alphabet .		0
The majority of these are naturalised from Chinese , Hebrew or other languages which do not use the Roman alphabet and represent sounds not found in English .		0
The film has an all-star ensemble cast , including John Cleese , Whoopi Goldberg , Rowan Atkinson , Cuba Gooding Jr , and Seth Green .		1
The film 's cast includes John Cleese , Whoopi Goldberg , Rowan Atkinson , Cuba Gooding Jr , and Seth Green .		0
Atheism is defined either as the denial of the existence of deities , or alternatively as the condition of being without theistic beliefs .		1
Atheism is generally defined either as the denial of the existence of deities and alternatively as the condition of being without theistic beliefs .		0
The southern end of the river constitutes the border between Iraq and Iran down to the mouth of the river as it discharges into the Persian Gulf .		0
The southern end of the river constitutes the border between Iraq and Iran ( Persia ) down to the mouth of the river as it discharges into the Persian Gulf .		0
The Allied powers , represented solely by the Soviet Union , occupied the former Axis-member Romania in the aftermath of World War II .		1
The Allied powers , represented solely by the Soviet Union , occupied the former Axis-member Romania ( but which had gone over to the Allies in 1944 ) in the aftermath of World War II .		0
In 1947 , all Prussia -- including the lands populated by the native Prussians -- was outlawed and whimsically divided among Lithuania , Russia , and Poland .		1
In 1947 , all Prussia -- including the lands populated by the native Prussians -- was outlawed and divided among Lithuania , Russia , and Poland .		0
Everything Bad & Beautiful is the name of a live stage show and album performed/ recorded by singer/ comedienne / actress Sandra Bernhard .		0
Everything Bad & Beautiful is the name of a live stage show and album performed/ recorded by singer/ comedian / actress Sandra Bernhard .		0
In 1994 , he narrated the excellent TV miniseries , Watergate .		1
In 1994 , he narrated the TV miniseries , Watergate .		0
The American Fund for Public Service , commonly known as the Garland Fund , was a left wing philanthropic organization established in 1922 by the son of a Wall Street stockbroker named Charles Garland .		1
The American Fund for Public Service , commonly known as the Garland Fund , was a philanthropic organization established in 1922 by the son of a Wall Street stockbroker named Charles Garland .		0
Now more than 20 years old , it is the largest regional arts festival in Queensland and among the best-established in Australia .		1
Now more than 20 years old , it is the largest regional arts festival in Queensland .		0
Then the Saints sent him over to play for the Rhein Fire of NFL Europe in 2001 .		0
The Saints sent him over to play for the Rhein Fire of NFL Europe in 2001 .		0
According to Christian belief , forming a relationship with Jesus is the doorway into the transformation that God is bringing to the world .		1
Vineyard affirms the Christian belief that repentance and faith in Jesus are the doorway into the transformation that God is bringing to the world .		0
Assume that the earth releases a huge volume of carbon dioxide during an interval of excessive volcanism ; global temperatures rise due to the greenhouse effect ; global weathering rates and fluvial nutrient flux increase ; organic productivity in the oceans increases ; organic-carbon burial in the oceans increases ( OAE begins ) ; carbon dioxide is drawn down ( inverse greenhouse effect ) ; global temperatures fall , and the oceanatmosphere system returns to equilibrium ( OAE ends ) .		1
Assume that the earth releases a huge volume of carbon dioxide during an interval of intense volcanism ; global temperatures rise due to the greenhouse effect ; global weathering rates and fluvial nutrient flux increase ; organic productivity in the oceans increases ; organic-carbon burial in the oceans increases ( OAE begins ) ; carbon dioxide is drawn down ( inverse greenhouse effect ) ; global temperatures fall , and the oceanatmosphere system returns to equilibrium ( OAE ends ) .		0
