sentence,label
"[Demme] vytváří film, který je jak tradiční , odpovídající své předloze , tak i moderní v novém tisíciletí . ",1
"je to zábavný film se spoustou barvitých postav , spoustou bizarních dějových meandrů a nemálo nezapomenutelných hlášek a sekvencí . ",1
"Když už se zdá, že film zvládá jemnost, vrhá se do mýdlového batosu. ",1
"Avšak poté, co mu přijde nevysvětlitelný dopis, začnou se z jeho života vytrácet jakékoli známky normálnosti. ",0
". sleduje je do jeskyně s tajemným modrým světlem a ukáže se, že sleduje h. g. wellse , který zase pronásleduje při cestování časem dr. noaha , geniálního vědce, který se zbláznil s úmyslem zničit svět . ",0
"o rok později , v los angeles , vytvoří přeživší členové týmu chytrý a lstivý plán, jak ukrást zlato zpět a pomstít se zrádci . ",0
"S pomocí mladého naštvaného filmaře , ruského zvukaře , který doufá, že pronikne do místního filmového průmyslu , a dvoumetrového řidiče odtahového vozu z Quebecu se pouští do komického vyšetřování ... . ",0
"Jejich jediným pevným vodítkem se zdá být joanne , mladá prostitutka , jejíž vlastní dítě jim poskytne spojení . ",0
podmanivá a intimní studie o umírání a lásce ... . ,1
"chvílemi působí automatické zaostření tak vzdáleně , že byste se na něj mohli dívat dalekohledem . přesto je svým vlastním odtažitým , nedosažitelným způsobem tak fascinující , že nebudete schopni ani na vteřinu odtrhnout zrak . ",1
"Tato ""blonďatá bohyně"" však na vrcholu své kariéry zanechala a věnovala se životu plnému meditací a náboženské oddanosti , v horách rio de janeiro . ",0
"Nejenže je to okouzlující , vtipný a krásně zpracovaný import , ale používá jen velmi málo dialogů , takže je relativně snadné číst a zároveň sledovat děj . ",1
"vtipný a místy dojemný film režiséra george hickenloopera se celý odehrává v pasadeně , ""městě, kde se ještě čte. "" ",1
"Ačkoli má uvnitř city , dokáže pouze napodobovat emoce okolí . ",0
"energický , opojný dokument mapující vzestup hiphopové kultury obecně a umění scratchování ( neboli turntablismu ) zvláště . ",1
"Všichni mají krizi středního věku: klaun Beav má problémy s láskou ; intelektuální cvokař Henry pomalu podléhá siréně sebevraždy ; Pete prohrává válku s pivem ; Jonesy má podivné předtuchy od té doby, co ho srazilo auto . ",0
"Září 1944 , několik dní před odchodem finska z druhé světové války . ",0
"To, co mohlo být vzrušujícím zkoumáním podivného milostného trojúhelníku, se stává změť nekoordinovaných vektorů . ",1
"je to okouzlující a nezávislé a všechno, co není hollywood . ",0
"bez dalších vodítek se claire bojácně vydává mílovými kroky směrem k tiburonu, tajné komunitě za městem, která je možná posledním útočištěm proti drogám.... ",0
"melanie je vázána a odhodlána jednou provždy ukončit svůj sporný vztah , vplíží se zpět domů do alabamy, aby se postavila své minulosti , jen aby zjistila, že z jihu můžete vzít dívku , ale z dívky nikdy nemůžete vzít jih . ",0
"každý z nich čelí strašlivé, bizarní smrti, kterou zřejmě vymyslel manžel mrtvé ženy, vyšinutý řidič dvou kamionů . ",0
"Když ji Tony vezme na soukromou plavbu z řecka do itálie, Amber je z této neokázalé dovolené nadšená a vybije si zlost na prvním důstojníkovi lodi Giuseppem ( adriano giannini ). ",0
spíše zajímavá kuriozita než napínavý thriller . ,1
"úroveň vyspělosti , kterou předvedla tato 33letá režisérka debutující v celovečerním filmu , je udivující , vzhledem k její nezkušenosti a tématu . ",1
výkon Jolie se ztrácí někde mezi jejími vlasy a rty . ,1
"Příběh o víře , rodinných vztazích a hledání sebe sama . ",0
sprosté vtipy poskytují nejzábavnější momenty v této podivně milé komedii o vtipálcích z dálniční hlídky . ,1
"není to dobrý film ; není to špatný film . je to film, který se obejde bez celého paradigmatu dobrý/špatný a existuje na své vlastní rovině reality . ",1
"Obsazení doplňují missy crider , angela featherstone a sally struthers . ",0
přátelství bez budoucnosti je pro tyto dva muže jediným možným přátelstvím . ,0
"Když její matka zemře , stará se o ellu její bezohledný a chamtivý otec , který se znovu ožení s odpornou ženou se dvěma proradnými dcerami . ",0
"vysloužilý linebacker nfl , "" strašný "" terry tate prosazuje pravidla kanceláře v sídle firmy felcher a synové jediným způsobem, který zná : drtivými zákroky a tvrdými hláškami . ",0
"fraškovité prvky mi připadaly příliš patetické a povědomé , než aby mě zaujaly , přesto je jeho rozverné ponuré poselství dobré . ",1
"naprosto příšerný film - hloupý, příběhově chaotický, vizuálně odfláknutý... podivná kombinace ""The thing"" a geriatrického ""Vřískotu"". '",1
"mladý juan antonio byl vyzván, aby bránil čest krásné, ale ďábelské carmen , se&#241 ; nebo maximiliano , vyznamenaný vojenský důstojník, který se právě vrátil ze španělsko-americké války . ",0
nový nejlepší přítel neměl jít rovnou na video ; měl jít rovnou na video mystery science theater 3000 . ,1
"když jsou vaše hlavní představitelky dvojice plátnem projíždějících domin jako Goldie Hawn a Susan Sarandon v nejlepší formě , i hokum jde snadno dolů . ",1
"Týrání manželů je v současné společnosti velkým problémem , ale film tuto domácí tragédii redukuje na květnaté melodrama . ",1
ani narychlo a amatérsky nakreslená animace nedokáže zaujmout . ,1
"oni , stejně jako mnoho vysokoškolských nedouků , raději tráví většinu času chozením na večírky , hraním videoher a občasnou návštěvou přednášek . ",0
"Komplexní počítač vypne základnu, aby zabránil infekci . ",0
"ta si karla najme, aby našel její pohřešovanou sestru, a karl se brzy ocitne ve světě polopravd a lží, když se jeho prostý případ pohřešované osoby rozvine v případ vraždy, který rychle nabývá mezinárodního rozsahu . ",0
Projekt ctí [dickensův] vášnivý hlas a díky silnému hereckému ansámblu se dočkáme několika tónových změn . ,1
"Když po vás film chce , abyste litovali sexuální život Micka Jaggera , už má jednu ránu proti sobě . ",1
"Kvůli svému studu prochází Bobby jakýmsi ""rozštěpením"", kdy se jeho zchátralá , strašidelná verze oddělí od jeho zdravého já . ",0
"Někteří se zamilují , jeden změní svůj život , další se vytasí s čímkoli a kýmkoli, koho může dostat . ",0
v tomto seznamu klišé o týmové práci nečekejte žádné překvapení... ,1
"Zjistí, že soupeří nejen o pozornost tisku , ale také o pozornost svého společného právníka , slušňáka Billyho Flynna . ",0
"Jaké lepší poselství než ""miluj sám sebe"" by mohly dostat mladé ženy jakéhokoli vzrůstu? ",1
"husky je krásný , border kolie je vtipná a celkový dojem je geniální a slušný . ",1
"Dva ztracené páry se na noc ocitnou ve starém temném domě, kde na ně útočí rodina, která se zabývá vraždami , čarodějnictvím a kanibalismem, což je jen několik z 1 , 000+ tajemství pohřbených na poli za jejich domem . ",0
"tento film má silné poselství o tom, že se nikdy nesmíme vzdát milované osoby , ale není snadné se na něj dívat a pravděpodobně znepokojí mnoho lidí, kteří ho uvidí . ",1
"v klíčových momentech příliš těžkopádný ... na to, aby udělal velký dojem. ",1
menší film s velkým potěšením od portugalského mistra manoela de oliviera . . . ,1
"zápletka se brzy rozmělní , a vy se přistihnete, že se modlíte za rychlé rozuzlení . ",1
"Na rozdíl od ostatních , nezmizela navždy z dějin . ",0
"Utrpení těchto lidí se stává jen další voyeurskou podívanou , kterou je třeba zkonzumovat a zapomenout . ",1
Výbuch mi v podstatě zničil - nebo spíš přehlušil - fikci filmu . ,1
"ačkoli lan yu chybí smysl pro dramatickou naléhavost , film to vynahrazuje příjemnou věrohodností . ",1
"jako thriller o pomstě je film použitelný , ale nepřináší tak lahodné guilty pleasure jako lepší filmové verze . ",1
"moudrý , krutě pozorující lidskou povahu a hystericky zábavný . ",1
"zlověstná inspirace, která poháněla devitovu ranou tvorbu, se ve Smrti pro smoochy zmítá v něčem ošklivém a bezduchém . ",1
"ony i jejich manželky ami (meredith salengerová) a claire (tara westwoodová) se vyrovnávají s realitou, že už nesledují mtv , ale místo toho přepínají kanály na vh1 . ",0
"První šokující věcí na Sorority boys je, že se na to dá skutečně dívat . ještě více zarážející je, že je to vtipné . ",1
"svým nedostatečným dějem a bezmyšlenkovitou akcí , vše o benjamíncích evokuje spodní patro blaxploitation filmů ze sedmdesátých let . ",1
"Chon lin sleduje rathbonea do londýna , aby ho zabil , a zároveň mu pošle dopis, ve kterém mu o vraždě řekne . ",0
"životopisný film o jeřábově životě v klasické tradici , ale vyvíjí se do toho, co se z nás všech stalo v éře videa . ",1
"pokud nikdo nevyzdvihne některý z těchto výkonů jako hodný ocenění , je to jen proto, že bychom od této party nic jiného nečekali . ",1
"také další kněz v diecézi , otec natalio , je podezřelý z napomáhání partyzánským jednotkám na vysočině . ",0
Drsný detektiv mike reilly spolupracuje se spolupracovníkem ministerstva zdravotnictví terrym hustonem na výzkumu těchto záhadných úmrtí . ,0
"plummer si krade představení, aniž by se uchýlil ke kampani, jako nicholasův zraněný a zraňující strýc ralph . je to skvělý výkon a připomínka dickensovy velikosti . ",1
"Dá frodovi malou loutku příšery , kterou frode hodí do skříně ve své ložnici . ",0
"Solondz je bezpochyby umělec s nekompromisní vizí , ale tato vize začíná být, když ne morálně zkrachovalá, tak alespoň strašlivě monotónní . ",1
"asia se autorsky představuje jako anna battista , italská superstar a začínající režisérka, která je shodou okolností sama sobě největším nepřítelem . ",1
"Chce jeho požehnání, aby se mohla provdat za muže, kterého miluje , ale on jí řekne, že si musí vzít muže, kterého si vybere , a že musí podstoupit ženskou obřízku . ",0
"stárnoucí jakuza se vrací do parku, kde se kdysi setkával se svou dávno ztracenou přítelkyní . ",0
"Rada neochotně přiznává, že jsou v zoufalé situaci a potřebují Bladovu pomoc . ",0
"Nic netušíc vstoupí do arény , kde nic není jako obvykle . ",0
"Nálada , vzhled a tón filmu do puntíku odpovídají neuvěřitelnému ději . ",1
"se schizofrenním otcem , sebestřednou , odtažitou matkou a žraločím mladým republikánským starším bratrem , igby usoudí, že tam venku musí být lepší život , a vydá se ho hledat . ",0
"Věštcův mentálně zaostalý synovec , který si přišel poslechnout věštbu, sleduje dívku. ",0
"O několik měsíců později si obě strany uvědomí svůj omyl a zjistí, že ""získat zpět to, co jste měli"", není tak snadné . ",0
"jestli Hill není tak docela don siegel ( nebo robert aldrich ) své generace , je to proto, že pod chlupy na hrudi není patrný žádný cit ; je to samé chvástání a klišé . ",1
"m&#225 ; rtonovy obratné rekonstrukce a dramatické čtení herců ze spielreinových vlastních slov vyprávějí mrazivý příběh , který přibližuje jak dílo tohoto průkopníka, tak temnou stránku psychoanalýzy. ",0
"Bude někdo, kdo není předplatitelem Fangorie, nadšený, že film nešel rovnou na video? ",1
"Haruna tráví dny pohledem na moře , její krásná tvář je obvázaná . ",0
"těžko byste hledali filmovou postavu, která by byla nepřitažlivější nebo více zapáchající [než leon] . ",1
"sotva přináší pointy , které chtěl egoyan vyjádřit , ani neexistuje jako druh pomníku , který chtěl postavit , obětem , jejichž hlasy nikdy nezískaly uši světa . ",1
"to , že film zvučného jména s herci zvučných jmen dokáže inspirovat k takovému filozofickému zamyšlení , je působivé . ",1
"vroucí psychologické drama, v němž jsou výbuchy náhlého násilí o to překvapivější, že jim předcházelo pomalé budování . ",1
"tian zdůrazňuje izolaci těchto postav tím, že omezuje barvu na liyanin dvorek . ",1
"režisérka a spoluscenáristka Hilary Birmingham je silný , vybroušený , profesionální nezávislý počin , který slibuje větší úspěch . ",1
"svižný animovaný film o nezvladatelném dospívajícím chlapci , který touží po dobrodružství a šanci dokázat svou cenu . ",1
"Nairův smysl pro detail vytváří dokonalý pocit místa , zatímco Thurman a Lewis podávají výkony, které lze bez problémů považovat za nejlepší v jejich kariéře . ",1
"produkovaný 20th century fox , doba ledová nedosahuje statusu klasiky . ale je to jeden z nejlepších takových celovečerních filmů, který nenosí nápis disney nebo dreamworks . ",1
"juwanna mann sleduje příběh jamala jeffriese ( miguel a. nunez , jr. ) , vládnoucího ""zlobivého chlapce"" basketbalu , jehož nedisciplinovanost na hřišti ho vyřadí z ligy a připraví o jakoukoli perspektivu . ",0
"nádherná , nenáročná sága o dospívání bez té hysterie po školním speciálu . ",1
"tenhle film je tak cool a davový, jak jen dokumentární film může být . ",1
"film, který se může pochlubit nejlepšími souboji s mečem za mnoho posledních let, je tak příjemně staromódní, že dokonce vypadá, jako by byl natočen v 70. letech . ",1
"Netuší, jak se mu podařilo urazit 400 mil za necelé dvě hodiny. ",0
"Když se mu to podaří , zjistí , že Freddy zabíjí děti z křišťálového jezera v jejich snech ! ",0
"dobře , takže to není geniální filmové dílo , ale je to zábavná ( někdy až k popukání ) komedie s obratným smyslem pro humor o sobě , hravým duchem a hereckým obsazením . ",1
" "" Analyzovat to "" je jedním z těch hrubých , vykonstruovaných pokračování , která nejenže selhávají sama o sobě , ale nutí vás pochybovat o své náklonnosti k originálu . ",1
"Musí využít svých amatérských vojenských schopností, aby je předběhla v cíli , a dostat pásku na veřejnost . ",0
"jakmile se začne učit kompromisům s realitou natolik , aby se stal relativně příčetným a zdravým , film začne předvídatelně konvenovat . ",1
" "" Takže ti nevadí, že jsi zmeškal Woodstock? "" ptá se neochotného Erika . ",0
"chytrý , dusný mix road movie , příběhu o dospívání a politické satiry . ",1
"všichni tam venku hledáme pravou lásku - vskutku velmi nepolapitelnou věc , a náhoda není výjimkou . ",0
" "" notebook "" sleduje mladou dvojici ( mcadams a gosling ) , která se seznámila v mládí a po druhé světové válce se znovu setkává . ",0
"Když však bouře zanechá obě lodi ztroskotané na opuštěném ostrově , karty se náhle obrátí . . . ",0
"Účastníme se světa plného radosti , nenávisti , lásky a rasismu . ",0
"...a jeho kombinace přehnaného existencialismu a žaludek zvedajícího gore vás bude věčně nutit k tomu, abyste se buď rozesmáli, nebo pozvraceli. ",1
"pravděpodobně se jedná o do jisté míry skutečný příběh , protože charlie kaufman je skutečným scénáristou adaptace . ",0
"ostatní členové po-boys - peter , joseph a guy , se také potýkají s muzikantskou krizí středního věku v branži, která věk 30 let považuje za přežitek . ",0
"film plný živých postav , tiché krásy a jemného půvabu . ",1
"Warren je pobuřující homosexuální kadeřník , Alex - nesmělý asistent , Steven - přechytralý klient a Gary , fotograf na pokraji nervového zhroucení . ",0
Dva bratři spolu s ansámblem čerstvých talentů to všechno umožnili a byli vyneseni na světlo . ,0
"Příliš melodramatický, ale poněkud pronikavý francouzský film o dospívání ... ",1
"bylo by chybou odepsat tento film jako další životopisný film typu Zrodila se hvězda o vzestupu a pádu celebrity posledních dnů . schraderovi jde o něco hlubšího, a i když se netrefí, film zůstává poutavý . ",1
"Pro odvážlivce je spravedlnost slepá - a pro viníka je peklo, za které musí zaplatit . ",0
"Julia Lundová ( laura regan ) , postgraduální studentka psychologie , po děsivé a traumatizující události postupně dochází k poznání, že vše, co ji v dětství děsilo, může být skutečné . ",0
"Vysoké drama , disneyovsky - křídlo a modlitba a lovec has-been usilující o svůj hrad v oblacích . ",1
Leela je film založený na jihoasijsko-americké zkušenosti . ,0
"About schmidt je zajímavý kousek americany . . postavy jsou tak jasně vykreslené a dialogy tak bohaté , že vás okamžitě zaujmou . ",1
má veškerou složitost a realistické lidské chování jako epizoda seriálu General Hospital . ,1
"Dokumentární film , tento film , koprodukovaný několika zeměmi se konečně stal skutečností . ",0
