label,sentence
1,katastrem kníniček prochází trasa nedokončené exteritoriální dálnice vídeň - vratislav a do budoucna se uvažuje i o využití jejího zdejšího úseku pro vybudování plánované kontroverzní dálnice d43.
1,hyppolit (217–235) vzdoropapež
0,vývoj nábytkářského průmyslu v brně (vnp) byl rezortní výzkumný ústav zabývající se nábytkovým designem.
1,"aztécká říše (též jako aztécký trojspolek) byl významný státní útvar v předkolumbovské americe, který se rozkládal na území mezoameriky, respektive mexika."
0,"karel kalaš (9. října 1910 vídeň – 3. května 2001 praha) byl operní pěvec, sólista opery národního divadla v praze."
1,"konstrukční tým, který vypracoval první verze tohoto tanku, vedl vynikající velitel izraelských tankových vojsk, jisra'el tal."
0,"motor bhp (v sérii vyráběný jako adriatic) ani jeho nástupce siddeley-deasy puma nedokázal spolehlivě pracovat při požadovaném (a očekávaném) výkonu, a tak musel být jeho výkon snížen na 230 hp, aby se zvýšila jeho spolehlivost."
1,"(23. září 1906 – 21. ledna 2000) byl významný český lékař, gastroenterolog."
0,"karl lamprecht (25. února 1856, jessen – 10. května 1915, lipsko) byl německý historik."
1,"hartman z holštejna byl významný moravský pán, který založil hrad holštejn a kolonizoval holštejnské panství."
0,"prokopios z kaisareie (cca 500 – cca 565 n. l.) byl byzantský historik a učenec, známý především svým dílem o byzantsko-perských, byzantsko-vandalských a byzantsko-ostrogótských válkách za vlády císaře justiniána i."
0,"august ferdinand möbius (17. listopadu 1790 schulpforta, sasko – 26. září 1868 lipsko) byl německý matematik a teoretický astronom."
1,"(jakub) blažíček (8. listopadu 1914 v praze – 25. června 1985 v mnichově, srn) byl významný český historik umění věnující se především baroknímu sochařství."
1,"první průzkum okolí hory provedl douglas freshfield v roce 1899. společně s vynikajícím fotografem vittoriem sellou obešli horu dokola (nepálem prošli ilegálně), prozkoumali všechny tři stěny hory (jz, v a sz) a našli k nim přístupové cesty."
0,"jiří pernes, ph.d. ( 4. července 1948, svitavy) je moravský historik a moravistický politik."
0,"dodnes je tento zeměpisně zjednodušený název používán i pro středoevropské země, které ke komunistickému bloku dříve patřily – česko, maďarsko, polsko, slovensko."
0,"její založení mezi jinými inicioval a značnou měrou na něm participoval ruský vědec, přírodovědec a polyhistor michail vasiljevič lomonosov, který byl také jejím prvním rektorem, podle vzoru univerzity v götingen."
1,jan soukup ( 6. prosince 1946 plzeň) je významný český architekt.
1,čtyři z nich napsali přímo bratři wachowští:
0,"pochází ze známé české divadelnické rodiny, strýc jiří orten byl český básník, druhý strýc zdeněk ornest byl herec, jeho otec ota ornest divadelní režisér, také jeho matka jarmila smejkalová byla herečka."
0,"vlastně je otázkou, do jaké míry je vůbec možné vynášet nějaké objektivní historické soudy o událostech týkajících se současnosti či dějin nedávno minulých, kde tedy hrozí osobní citové zaujetí působící neobjektivitu ."
0,arthur schopenhauer (22. února 1788 gdaňsk – 21. září 1860 frankfurt nad mohanem) byl německý filosof 19. století.
1,géza novák (22. června 1921 budapešť - 21. listopadu 1992 praha) byl významný český flétnista maďarského původu.
1,"julian knowle ( 29. dubna 1974 v lauterachu, rakousko) je současný rakouský profesionální tenista."
1,pedro byla známá bublinová žvýkačka s ovocnou příchutí vyráběna za socialismu v tehdejším československu firmou velim s postavou chlapečka v sombréru na obalu.
1,"v tých, kde sa hovorí o snahe komunistov ovládnuť protifašistický postoj po tom, ako na pokyn stalina do neho vstúpili (dva roky po vypuknutí vojny - na rozdiel od demokratických síl v protektoráte)?"
1,"václav tikal (24. prosince 1906, ptenín – 26. listopadu 1965, praha) byl významný český malíř hlásící se k surrealismu, návrhář porcelánu, keramiky a textilu."
0,jeho syn arnold klebs byl lékařem.
1,"– 5. dubna 1997, praha) byl populární český spisovatel a esperantista, autor historických a biografických románů (deburau, camões, cervantes, sade, komenský, janáček, mánes, vojan, tyl, čermák, braunerová, těsnohlídek) aj."
0,"v současnosti nejlepší český orientační běžec vybojoval 6 titulů mistra světa na juniorských a akademických ms, mezi dospělými na mistrovství světa potom obsadil 2. místo na krátké trati (doposud nejlepší mužský výsledek v této disciplíně) a 4. místo na klasické trati."
0,navzdory této statistice „spadlo“ několik států do méně rizikových kategorií.
0,"nejen pro židy, ale pro všechny národy) pronásledována jako nežádoucí židovská sekta, a to jak od židů samých, tak od v palůestině vládnoucích římanů, což se změnilo roku 313, odkdy byla církev tolerována a víceméně postupně ustalo pronásledování křesťanů, až se církev stala státním náboženstvím a naopak začala potlačovat ostatní náboženství, které až na výjimky (židé) potlačilo ."
1,"karel bartuška (1932 – 14. října 2008, praha) byl významným pedagogem fyziky a autorem učebnic."
1,kategorie:úmrtí 632
0,by podle mého názoru měly být součástí encyklopedického hesla.
0,bedřich smetana (2. března 1824 litomyšl – 12. května 1884 praha ) byl český hudební skladatel období romantismu.
0,"celestýn opitz (1810–1866), zdejší rodák; člen řádu milosrdných bratří, chirurg pražské nemocnice na františku, který jako první v evropě operoval pacienta pod narkózou."
0,účinkuje jako jeden z investorů v  televizní reality show den d na české televizi.
0,"václav jíra (2. srpna 1921 – 9. listopadu 1992) byl český fotbalista, záložník, reprezentant československa, fotbalový trenér a funkcionář."
1,"jelly belly jsou světoznámé želatinové fazolky vyráběné ve spojených státech, konkrétně ve fairfieldu v kalifornii."
1,"v roce 1813 zde sbíral, zkoumal a pozoroval rostliny významný švédský botanik göran wahlenberg."
0,"wolfgang ernst pauli (25. dubna 1900, vídeň – 15. prosince 1958, curych) byl švýcarský fyzik."
0,"josef proksch (4. srpna 1794, liberec – 20. prosince 1864, praha) byl český klavírní pedagog, klarinetista, pianista, varhaník, hudební teoretik a skladatel."
0,"william james harding (19. září 1826 southampton, hampshire, anglie – 13. května 1899 sydney) byl novozélandský fotograf."
0,"zatímco rusko, které krym mezitím aktivně destabilizovalo, události představovalo jako obranu ruských obyvatel před novou kyjevskou vládou, evropská unie a usa protestovaly proti narušování suverenity ukrajiny."
1,"zásluhou špatné stravy, těžké práce a vysoké radioaktivity většina z dělníků pracující ve věži smrti zemřela."
0,"je známý především díky svému spisu augustinus, který stojí u vzniku politicko-náboženského hnutí, známého jako jansenismus."
0,"salming tuto cenu nikdy nezískal, stejně jako stanley cup."
1,"roger nestačil překvapivě na amerického rakeťáka na servisu johna isnera a švýcaři nakonec utrpěli potupnou překvapivou porážku 0:5. pak ale začala parádní série švýcarského génia, postupně vyhrál turnaje v rotterdamu, dubaji (ve finále porazil murrayho) a na severoamerických betonech v indian wells (semifinále nadal 6:3, 6:4, ve finále úspěšná odveta s isnerem 7:6, 6:3)."
1,jan farský byl vlivným buletinem final word zvolen osobností roku 2014. ocenění získal za práci v boji proti korupci v české republice.
1,"jiří antonín benda (30. června 1722 staré benátky – 6. listopadu 1795 bad köstritz, sasko) byl významný český skladatel období klasicismu."
0,"julian knowle ( 29. dubna 1974 v lauterachu, rakousko) je rakouský profesionální tenista."
0,"bahrám čóvén (v pahlavském písmu páhlavské písmo varhrán čóvén; novopersky بهرام چوبین bahrám-e čúbín – 592) byl perský vojevůdce a dvořan, jemuž se na krátkou dobu (590–591) podařilo uchvátit vládu v perské říši."
0,ze strany vystoupil kvůli spolupráci členů s hnutím spd ve volbách do psp čr 2017
0,přibyslav z křižanova († 16. února 1251) byl moravský velmož své doby.
1,během jeho nepřítomnosti jeho přítelkyně konvertovala k mormonům a začala studovat mormonskou univerzitu univerzitě brighama younga (brigham young university - byu) v salt lake city utahu.
1,"andrej lúč (narozen, obec lehnice, okres dunajská streda, západní slovensko) byl významný československý vědec a vysokoškolský učitel pracující zejména v oblasti radioelektrotechniky."
1,"(30. července 1952 gottwaldov - 5. listopadu 2007 zlín) byl významný archeolog, historik, místopředseda, sekretář, jednatel a spoluzakladatel zlínské pobočky klubu augusta sedláčka."
1,"hans werner henze (   1. července 1926, gütersloh − 27. října 2012, drážďany) byl významný německý hudební skladatel."
1,"karol brančík (13. března 1842 stará bystrica, okres čadca – 18. listopadu 1915 trenčín) byl významný slovenský entomolog, lékař, muzeolog, zoolog, malakolog a botanik."
0,"kurt donald cobain (20. února 1967 – 5. dubna 1994) byl americký zpěvák, skladatel a frontman grungeové skupiny nirvana."
1,"john bull (1562 nebo 1563 - pohřben 15. března 1628 v antverpách) byl významný anglický renesanční skladatel, virtuóz ve hře na klávesové nástroje a varhanář."
1,dallas times herald byl významný novinový deník vydávaný pro celou spádovou oblast texaského města dallas.
1,"vánoce slaví spousta čechů, ale kolik z nbich je slaví jako křesťanský svátek?"
1,tím měly být nesmyslné požadavky § 2 habsburského zákona formálně zrušeny.
0,"ruský prezident vladimir putin oznámil, že rusko provedlo úspěšnou zkoušku balistické rakety rs-28 sarmat, která překonává prostředky protiraketové obrany usa a jejich spojenců."
0,paseka je české nakladatelství a knihkupectví.
1,"michail bogdanovič barclay de tolly (; pamūšis, kuronské a zemgalské vévodství, dnes litva – insterburg, východní prusko) byl významný ruský generál, který v době napoleonských válek zmodernizoval carskou armádu a zrealizoval ve své době kontroverzní strategii, která při vlastenecké válce v roce 1812 nesporně přispěla k porážce napoleonovy půlmilionové armády."
1,seznam závažných leteckých nehod civilních letadel na území československa a česka.
1,"otto heller (3. září 1896 praha, rakousko-uhersko – 17. února 1970, londýn, velká británie) byl významný český kameraman."
0,"john james audubon (26. dubna 1785, les cayes, haiti – 27. ledna 1851, manhattan, new york) byl francouzsko-americký ornitolog, přírodovědec a malíř."
1,1973 - (společně s mosadem) likvidace dvou příslušníků černého září zapojených do únosu a vraždy 11 izraelských sportovců na mnichovské olympiádě
1,"narodil se carevič alexej, který se však bohužel carem nikdy nestal."
1,"po prostudování oddílu skandály musím uvést, že jde o normální bulvární ."
1,patří k nejvýraznějším osobnostem legendárního bratislavského divadla stoka a je frontmenkou rockové skupiny živé kvety.
0,image:praha velka chuchle - tribuna na zavodisti.jpg|symbolem velké chuchle je dostihové závodiště
1,( 21. května 1949) je přední český evangelikální teolog a kazatel.
0,"h.c. ignaz „igo“ etrich (25. prosince 1879, staré město u trutnova – 4. února 1967, salzburg) byl rakouský letecký průkopník a konstruktér z trutnova."
1,"31. říjen – petr vichnar, slavný český sportovní komentátor"
1,joseph whitworth (21. prosince 1803 stockport – 22. ledna 1887 monte carlo) byl významný anglický konstruktér a vynálezce.
1,zpochybnnění neutrality
0,"otto heller (3. září 1896 praha, rakousko-uhersko – 17. února 1970, londýn, velká británie) byl český kameraman."
1,"jan josef z vrtby (1669 – 14. září 1737), psal se: wrtba, z wrtby, byl český šlechtic, hrabě, rytíř řádu zlatého rouna, nejvyšší purkrabí království českého a  významný mecenáš umění."
0,v roce 2010 koupil klub politik a podnikatel boris kolesnikov a tým se stal jedním z nejúspěšnějších na ukrajině.
1,"neměli by ale vaši oponenti číst korán v aramštině ... takto je to krajně nevěrohodné, překlad může být bůhvíjaký ... --miroslavjosef 26."
0,"konrad hohenlohe-waldenburg-schillingsfürst (16. prosinec 1863 vídeň – 21. prosinec 1918 kammern im liesingtal, štýrsko) byl rakouský šlechtic, politik a krátce i ministerský předseda předlitavska (vláda konrada hohenloheho)."
0,"jeruzalémský muftí amín al-husajní například nařídil zahájit stavební práce poblíž západní zdi a konat hlasité muslimské náboženské obřady jen proto, aby zamezil židovským modlitbám."
1,neutně pov by být nemusel (resp.
1,"oscar almgren (9. listopadu 1869 ve stockholmu – 13. května 1945 uppsale) byl významný švédský archeolog, jehož systém třídění římských a germánských spon je dodnes v platnosti."
0,"rakouská hudební škola patří vůbec k nejsilnějším v evropě, o čemž svědčí jména jako gustav mahler (narozen na moravě), joseph haydn, franz schubert, johann strauss, anton bruckner, arnold schönberg, anton webern, alban berg, michael haydn, carl ditters von dittersdorf, max steiner, alexander von zemlinsky, franz xaver süssmayr, johann joseph fux či johann georg albrechtsberger."
0,"ve článku je napsáno, že válka začala napadením komunistů ze severního vietnamu jižní části porušením nezinárodní dohody o 17 rovnoběžce."
0,"festival roskilde je evropský hudební festival, který se koná každoročně v dánském roskilde."
0,"walter ulbricht (30. června 1893, lipsko – 1. srpna 1973, templin severně od berlína) byl německý komunistický politik, generální tajemník sjednocené socialistické strany německa v letech 1950 až 1971, od roku 1960 do roku 1973 předseda státní rady německé demokratické republiky."
0,"michael faraday (22. září 1791, newington, anglie – 25. srpna 1867) byl anglický chemik a fyzik."
0,"valtr taub, původně walter taub, respektive valter taub (18. června 1907, brno – 30. září 1982, vídeň, rakousko), byl česko-německý herec, divadelní režisér a novinář židovského původu."
0,"čínské smluvní straně je pak vyčítáno i porušení svobodného výkonu náboženského vyznání (body 3, 4 a 7 smlouvy)."
1,"joseph henry džousef enry (17. prosince 1797, albany, new york - 13. května 1878 washington, d.c.) byl významný americký fyzik a vynálezce, který se zabýval hlavně elektromagnetismem."
0,"k. m. walló (ze skautského jména kimi), vlastním jménem ladislav walló (27. června 1914 v praze – 1. dubna 1990 v praze) byl český režisér, scenárista, spisovatel, překladatel, písňový textař a dabingový odborník, který je považován za zakladatelskou osobnost českého dabingu, otec dabingové režisérky a spisovatelky olgy walló."
1,"byla údajně ošklivá a dychtila po mužích, bohužel žádný šlechtic ji nechtěl."
0,koncem roku 2008 v interview s čt řekl: „já mohu nahlas opakovat jeden svůj výrok.
1,"vsevolod michajlovič eichenbaum (rusky: все́волод михйлович эйхенбум, 11. srpna 1882 – 18. září 1945), později známý jako volin, byl významný ruský anarchista, který se podílel na ruské a ukrajinské revoluci."
0,"peter schäfer ( 29. června 1943, mülheim an der ruhr) je německý judaista zaměřený na období antiky a raného středověku."
0,"narodil se zde jaroslav abelovič, slovenský geodet ( 1932)."
1,"ruský prezident vladimir putin oznámil, že rusko provedlo úspěšnou zkoušku balistické rakety rs-28 sarmat, která překonává veškeré prostředky protiraketové obrany usa a jejich spojenců."
0,"proslavil se nejdříve v new yorku jako autor graffiti a později, v 80. letech, také jako neo-expresionista."
1,"félix nadar - významný francouzský fotograf, novinář a vzduchoplavec"
0,kromě výletů za historií nabízí hurghada i cesty na blízké ostrůvky (nejznámější je ostrov giftun) za světem korálových útesů.
1,"jedná se o velmi agresivní hudbu, která vychází z punk rocku."
0,"karl zimmermann, šlechtic von neissenau (7. listopadu 1863 – 23. října 1924), byl severočeský průmyslník."
1,"(14. prosince 1929 praha – 5. prosince 2002) byl významný český matematik působící v oboru parciálních diferenciálních rovnic, nelineární funkcionální analýzy a jejich aplikacích v mechanice tekutin."
1,"anton grigorijevič rubinstein též rubinštejn (; 28. listopadu 1829 – 20. listopadu 1894) byl významný ruský pianista, skladatel a dirigent období romantismu."
1,"p. s. nechtěl bych si honit triko, ale v úctě k ověřitelnosti jsem zašel tak daleko, že jsem neopravil a neodzdrojoval kritiku, nejsa si - vzhledem k jazykové nedostatečnosti - jist naprostou korektností vlastního překladu ""obrovská suma peněz, kterou pravidelně dává templetonova nadace obvykle těch vědcům, kteří jsou ochotni říct něco pěkného o náboženství"" / ""a very large sum of money given annually by the templeton foundation, usually to a scientist who is prepared to say something nice about religion"" zdroj a ""respekt k vědecké metodě jako nástroji k porozumění světu se vylučuje s upřímnou náboženskou vírou"" / ""taking science seriously as a method for understanding the world is incompatible with honest religious belief"" zdroj - pokud je to správně a je zájem, klidně to doplňte."
0,"karel purkyně (15. března 1834 vratislav, nyní polsko – 5. dubna 1868 praha-nové město ) byl český malíř, portrétista."
1,"vladimír roy, významný slovenský básník a překladatel, se narodil v kochanovcích v roce 1885."
1,"když už jsme u toho, osobně problém vidím v tom, že je problém uzavírat občanskoprávní smlouvy, které by komplexněji řešili vztah dvou (a více) lidí bez ohledu na sexuální orientaci a charaktrer jejich vztahu s přesahem oblasti bydlení, pracovního práva, zdravotnickéhoho práva atd."
0,"von schmiritz) byl český šlechtický rod, pocházející ze smiřic, dnes okres hradec králové."
0,"v roce 1978 vydal v usa své vzpomínky, za což si zasloužil nenávist tehdejšího režimu."
0,malcolm sheperd knowles (24. března 1913 – 27. listopadu 1997) byl americký teoretik vzdělávání dospělých a andragogiky.
0,její vedení se usídlilo v budovách krátce předtím násilně zabraným původní katolické akci.
1,dnes je saké s dlouhým é dokonce součástí oficiálních pravidel českého pravopisu.
1,robert desnos (4. července 1900 paříž – 8. června 1945 terezín) byl významný francouzský básník.
0,evangelikální církve – odpuštění bez kněze
1,františek pavlů – významný stavitel
0,"je spojována se zeměmi s vládami socialistického , nebo diktátorského charakteru."
0,"edmond eugène joseph alexis rostand (1. dubna 1868, marseille – 2. prosince 1918, paříž) byl francouzský dramatik a básník."
0,"usoudil , že takové jméno není vhodné pro křesťanského evangelíka a kazatele."
1,"kniha mozilly (the book of mozilla) je slavné velikonoční vajíčko v netscape, mozilla suite a odvozených prohlížečích."
1,"článek je psán tendenčně (viz předcházející zdroje ), plete fakta s neověřenými názory,"
0,"nizozemsko je známé svým liberální postojem vůči psychoaktivním drogám, prostituci, eutanazii a homosexualitě."
1,david émile durkheim (15. dubna 1858 épinal – 15. listopadu 1917 paříž) byl významný francouzský sociolog.
0,uçk účéká je zkratka označující dvě separatistické skupiny:
1,o díla se v současné době stará vynikající česká restaurátorka mgr.
1,"místní název zderaz se podle pověsti odvozuje od jména družiníka krále vratislava zderada, jehož fiktivní syn letoslav zde podle smyšleného vyprávění kronikáře václav hájka z libočan založil kostel svatého petra a pavla."
0,"islámský stát je v evropě zažitý název pro teroristickou organizaci, nikoli pro nějaký státní celek."
1,"friedrich august kekulé von stradonitz (7. září 1829 darmstadt – 13. července 1896) byl významný německý organický chemik, příslušník rodu kekulových ze stradonic."
0,samantabhadra (ve wylieho transkipci kun-tu bzang-pol) je bódhisattva mahájánového buddhismu.
1,johann adam steinmetz (24. září 1689 - 10. července 1762) byl evangelický teolog a pedagog a významný představitel pietismu.
0,"václav nedomanský ( 14. března 1944, hodonín) je bývalý český hokejový útočník a trenér, československý reprezentant."
1,"jamie uys, celým jménem jacobus johannes uys (30. května 1921, boksburg, jihoafrická republika – 29. ledna 1996, johannesburg), byl uznávaný jihoafrický filmový režisér a scenárista."
0,"p. s. nechtěl bych si honit triko, ale v úctě k ověřitelnosti jsem zašel tak daleko, že jsem neopravil a neodzdrojoval kritiku, nejsa si - vzhledem k jazykové nedostatečnosti - jist naprostou korektností vlastního překladu ""obrovská suma peněz, kterou pravidelně dává templetonova nadace obvykle těm vědcům, kteří jsou ochotni říct něco pěkného o náboženství"" / ""a very large sum of money given annually by the templeton foundation, usually to a scientist who is prepared to say something nice about religion"" zdroj a ""respekt k vědecké metodě jako nástroji k porozumění světu se vylučuje s upřímnou náboženskou vírou"" / ""taking science seriously as a method for understanding the world is incompatible with honest religious belief"" zdroj - pokud je to správně a je zájem, klidně to doplňte."
0,"jeho otcem byl jacques-louis lions, matematik, v té době profesor na univerzitě v nancy, který se posléze stal mimo jiné prezidentem mezinárodní matematické unie (imu)."
0,"františek čech (8. března 1923, pacov – 6. října 1999, praha) byl český flétnista a hudební pedagog, představitel české dechové školy."
1,"1. června – yves saint laurent, světoznámý francouzský módní návrhář ( 1. srpna 1936)"
0,"freudovo lehátko v bytě na berggase 19, na němž jeho pacienti volně asociovali"
1,zdeněk hnát ( 25. října 1935 liberec) je významný český pianista a pedagog.
1,"půvab tohoto filmu, který se řadí mezi vysoce ceněnou světovou klasiku, podtrhl i poetický scénář básníka františka hrubína a hudba geniálního filmového skladatele zdeňka lišky."
1,"30. března – františek antonín špork, český šlechtic, významný mecenáš umění ( 9. března 1662)"
1,na jih od města prochází významný silniční tah silnice i/6
0,"karel starší ze žerotína ( karl der ältere von zierotin; 15. září 1564 brandýs nad orlicí – 9. října 1636 přerov) byl moravský šlechtic, politik, spisovatel a představitel moravského zemského patriotismu."
1,"fridolín macháček (20. března 1884, praha – 29. března 1954, plzeň) byl významný plzeňský muzeolog, archivář a historik."
1,"pieter (též peeter) stevens (asi 1567 mechelen – po 1624 praha) byl významný nizozemský krajinář působící ve službách císaře rudolfa ii., který prosazoval krajinomalbu jako samostatný žánr."
0,"bobby caldwell je americký bubeník, skladatel, producent a aranžér, který založil rockové skupiny captain beyond spolu s rodem evansem a armageddon spolu s keithem relfem v průběhu první části sedmdesátých let 20. století."
1,zasažení očí většinou způsobuje slepot .
0,jan bürgermeister ( 9. prosince 1947 praha) je pražský politik ods.
0,"v sezoně 2009-2010 spadl do msfl, když v posledním kole prohrál s vlašimí 3:1."
0,"čeněk daněk nebo též vincenc daněk (5. dubna 1827 choltice – 19. března 1893 líšno) byl inženýr, konstruktér a český průmyslník, zakladatel firmy, která se později stala jádrem čkd."
0,presidential cruises je lodní společnost v oblasti ochrany životního prostředí na vltavě v centru prahy.
0,"salcburský festival ( salzburger festspiele) je hudební a divadelní festival, pořádaný od roku 1920. koná se každoročně v létě během července a srpna v rakouském městě salcburk, rodišti wolfganga amadea mozarta."
0,"petr wittlich, csc., ( 23. května 1932 v českých budějovicích), je český historik umění a autor celé řady odborných publikací v oboru dějiny umění."
1,"bee gees je legendární britská hudební skupina, na pomezí popu, rocku a disko založená v 50. letech 20. století."
1,zdeněk herman (24. března 1934 v libušíně) je významný český fyzikální chemik.
0,"sezónu 2012 zahájil typicky na exhibičním turnaji v sae, kde pouze získával správný rytmus pro následující první grand slam sezóny australian open."
0,autorem projektu byl vídeňský architekt ludwig tischler.
0,pomůžu si válečným právem: čtvrtá ženevská konvence zakazuje útok na civilní cíl .
0,"srpna 1957, nemocnice uranového dolu rovnost v ostrově nad ohří) byl český voják a letec, účastník československého protinacistického odboje a oběť komunistického teroru."
1,"alfons maria z liguori (1696, marianella u neapole – 1787, pagani) římskokatolický kněz, zakladatel kongregace redemptoristů, významný teolog, biskup, katolický světec a učitel církve."
0,"johann josef loschmidt (15. březen 1821 počerny , dnes část karlových varů – 8. červenec 1895 vídeň) byl rakouský chemik, fyzik a krystalograf."
1,"boček z jaroslavic a ze zbraslavi, někdy také boček z obřan, byl významný moravský šlechtic, který pocházel z rodu pánů ze zbraslavi."
0,"1871, orel, rusko – 12. září 1919, kuokkala, finsko) je spisovatel a dramatik konce 19. a počátku 20. století."
0,"giuseppe (též josephus/josepho) arcimboldo psaný i jako acimboldi či arcsimbaldo (1527 milán – 11. červenec 1593 milán) byl italský malíř působící ve službách habsburků na dvorech ve vídni a v praze a to jako dekoratér a svérázný manýristický portrétista, který cykly mužských a ženských podobizen sestavoval na způsob zátiší z rozličných předmětů, plodů, květin i zvířat."
0,"– tomáš jaroš, pražský zvonař ( asi 1500)"
1,"john frost (25. května 1784, newport v monmouthshiru — 27. července 1877, stapleton v bristolu) byl významný velšský vůdce britského chartistického hnutí proslulý vedením newportského povstání."
1,"bohužel v sezoně 2009-2010 spadl do msfl, když v posledním kole prohrál s vlašimí 3:1."
1,"(1919 - 2010)- významný odborník v pěstování olejnin, profesor čzu v praze"
1,josef rubeš (11. listopadu 1913 – 1994 ) byl významný český procesualista a soudce.
1,na obalu alba je obraz významného německého malíře gerharda richtera z cyklu svíce.
0,"františek křižík (8. července 1847 plánice – 22. ledna 1941 stádlec u tábora) byl český technik, průmyslník a vynálezce."
0,rudolf krečmer ( 31. prosince 1950 praha) je český dirigent.
0,"vilém reichmann (přezdívka jappy), (25. dubna 1908, brno - 15. června 1991 brno) byl český fotograf."
1,je pravnukem významného hudebního vědce a profesora josefa huttera (1894–1959).
1,"felix bryk (21. ledna 1882, vídeň – 13. ledna 1957, stockholm) byl významný švédský antropolog, entomolog - parnassiolog a spisovatel rakouského původu."
0,"hans h. ørberg (latinsky ioannes montaurius, 21. dubna 1920, store andst, dánsko – 17. února 2010, grenaa) byl dánský didaktik a autor učebnic latiny, které se používají v mnoha zemích po celém světě, včetně české republiky."
1,"beaumont newhall (22. června 1908 – 26. února, 1993) byl významný americký kurátor, historik umění, textař, a fotograf."
0,štěpán z krumlova (znám jako stephan kchrumenawer nebo krumenauer) (1400 český krumlov – 5. června 1461 brunov) byl architekt a stavitel 15. století působící v rakousku a bavorsku.
0,"za jeho působení byl alexandrijský patriarcha atanásius (296–373) poslán z alexandrie do vyhnanství v trevíru a naopak ariánskými křesťany byl z biskupského stolce sesazen marcel z ancyry a mnoho dalších představitelů křesťanů, kteří přijali nicejské vyznání víry."
0,"sporná věda: teorie, které mají značnou podporu, ale které někteří vědci považují za pavědu, jako je například psychoanalýza se o tom můžou zmínit, ale neměly by se řadit mezi pseudovědu."
0,v roce 1995 byl román zfilmován jako šestidílný televizní seriál.
0,"plútarchos, starořecky πλούταρχος (asi 46, chaironeia – asi 127, delfy) byl řecký spisovatel, historik a filozof, autor historických a moralistických děl."
0,"bee gees je britská hudební skupina, na pomezí popu, rocku a disko založená v 50. letech 20. století."
1,"karel domin (4. května 1882 kutná hora – 10. června 1953 praha) byl významný český botanik, vysokoškolský pedagog a politik."
0,"je autorem životopisů alberta einsteina, amerického státníka benjamina franklina, nebo politika a diplomata henryho kissingera."
1,"julius špičák ( 10. června 1952 praha) je přední český gastroenterolog, přednosta kliniky hepatogastroenterologie transplantcentra institutu klinické a experimentální medicíny (ikem) v praze, člen hnutí ano 2011."
1,"john paul densmore (1. prosince 1944, los angeles) byl v letech 1965 - 1973 bubeníkem legendární skupiny the doors."
1,"manfred clary-aldringen (30. května 1852, vídeň – 12. února 1928) byl významný politik, šlechtic, příslušník rodu clary-aldringen a roku 1899 zastával funkci ministerského předsedy předlitavska."
0,wz.cz phreaking – stránky fanouška phreakingu
0,vojtěch sedláček - český malíř
1,"ovšem vrcholem je umístění tohoto oficiálního stanoviska za dílčí příležitostnou pochvalu pouze jednoho z biskupů, to je už vyslovené falšování reality."
0,"adolf von harnack (17. května 1851, tartu estonsko – 10. června 1930, heidelberg bádensko) byl německý protestantský teolog a odborník na dějiny dogmatu a dějiny náboženství."
