label,sentence
0,"a to pomíjím fakt, že jste na kladných informacích o reiki zainteresován, takže k tomu, aby byla v jednom z nejčtenějších informačních zdrojů především chvála (ano, vím, že je to na hraně osobního útoku - ale v případě sveřepé rezistence vůči argumentům a prosazování si svého ).--aronnax 20."
0,v pohotovosti je 6 tisíc ozbrojených členů lidových milicí a také „svobodovy“ tanky kolem prahy.
1,"uslámský stát je v evropě zažitý název pro teroristickou organizaci, nikoli pro nějaký státní celek."
0,"jan kefer ( 31. ledna 1906 nový bydžov – 3. prosince 1941 flossenbürg) byl český astrolog, hermetik a publicista meziválečného období 20. století."
1,po válce byl československým národním soudem odsouzen k smrti za své zločiny a popraven.
0,"tato zpráva byla údajně již několikrát vědecky vyvrácena, údajní kritikové jí také vyčítají, že byla vypracována na objednávku jiného revizionisty ernsta zündela (zaplatil za ni $35 000)."
0,"(30. července 1952 gottwaldov - 5. listopadu 2007 zlín) byl archeolog, historik, místopředseda, sekretář, jednatel a spoluzakladatel zlínské pobočky klubu augusta sedláčka."
0,žaloba na uznávání diplomů zahraničních univerzit
0,její mladší sestrou byla spisovatelka betty macdonaldová (1907-1958).
1,"josé de espronceda, celým jménem josé ignacio javier oriol encarnación de espronceda y delgado (25. března 1808 – 23. května 1842) byl významný španělský romantický básník."
0,"viscontiové, visconti / viskonti byl italský a jeden z nejstarších evropských šlechtických rodů."
0,"(15. ledna 1927 praha – 22. srpna 2005 praha) byl český polonista, vysokoškolský pedagog, jazykovědec a lexikograf, autor nejrozsáhlejšího polsko-českého slovníku vydaného v česku i v polsku."
1,"honecker společně s ceauşescuem, rumunským diktátorem"
1,"ladislav jakl či miroslav macek , ale strana přesto získala pouze 1,26 % odevzdaných hlasů a tím pádem nepřekonala pětiprocentní hranici pro získání poslaneckého mandátu."
0,před druhou světovou válkou také žila v bratislavě i menšina židů .
0,sochař jan václav sturmer (v literatuře také johann sturmer) byl představitel vrcholného olomouckého baroka.
1,pokus o žhářský útok v new yorku
1,"svatý jeroným, původním jménem sophronius eusebius hieronymus (cca 347, stridon, istrie – 30. září 420, betlém), byl významný křesťanský spisovatel, jeden z církevních otců a učitelů církve, teolog a překladatel bible do latiny."
1,padoucha kapitána bradleyho si zahrál skvělý guy madison.
0,žerotínové (dříve ve staré češtině též zierotinové) byl moravský šlechtický rod s pozdější českou větví.
0,(21. srpna 1907 opava – 19. srpna 1993) byl český geodet a kartograf.
0,"tato epizoda byla později zvěčněna v písni kapely citron pod názvem ""hon na bluda"" z alba radegast (1988)."
1,ale v následujících zápasech vytvořil neuvěřitelné trio msn (messi neymar suárez).
1,"tato zpráva byla již několikrát vědecky vyvrácena , kritikové jí také vyčítají, že byla vypracována na objednávku jiného revizionisty ernsta zündela (zaplatil za ni $35 000) a že její autor (jak shledal i kanadský soud) neměl vzdělání ani zkušenosti potřebné k vypracování takovéhoto posudku."
0,"jan zábrana (4. června 1931 herálec – 3. září 1984 praha) byl český básník, prozaik, esejista a překladatel z ruštiny a angličtiny."
1,"nikola tesla (10. července 1856 smiljan, rakouské císařství, dnes chorvatsko – 7. ledna 1943 new york) byl geniální vynálezce srbského původu."
1,"ignác spiro (21. července 1817 kalenice – 24. října 1894 český krumlov) byl významný českokrumlovský občan, průmyslník židovského původu a zakladatel větříňských papíren u českého krumlova."
0,"je centrální veřejné prostranství v historickém středu českých budějovic, v současné době pojmenované po zakladateli města, českém králi přemyslu otakaru ii, je jedním z největších náměstí v české republice."
1,"11. prosince 2006 ale potvrdil , že jeho svědomí je čisté ."
0,právě v těchto lázních pramení mattoniho minerálka.
1,"šťastného a svobodu za skutečnost, že město, navíc reprezentované údajně pravicovou ods, podporuje nátlakovou akci politického chrakteru , naopak odsoudili václav klaus či petr hájek."
1,"františek fuka (fuxoft ) ( 9. října 1968 praha) je český filmový kritik, překladatel, publicista, hudební skladatel a svého druhu celebrita českého internetu, respektive počítačového světa."
1,"oficiální text dnešního distributora filmu právem vytýká tomuto nepříliš podařenému snímku, že „sklouzává k naivnímu ochotničení, z něhož čpí jedině ideologická dikce“."
0,"karol sidor (16. července 1901 ružomberok - 20. října 1953 montréal) byl slovenský novinář a politik, jeden z vrcholných představitelů a ideologů umírněného klerikálního nacionalismu na slovensku."
1,"čeněk daněk nebo též vincenc daněk (5. dubna 1827 choltice – 19. března 1893 líšno) byl inženýr, konstruktér a významný český průmyslník, zakladatel firmy, která se později stala jádrem čkd."
1,"robert manzer (14. ledna 1877 děčín – 19. ledna 1942 salzburg) byl významný český houslista a dirigent, který se podstatným způsobem zasloužil o rozvoj české kultury v karlovarském regionu před začátkem druhé světové války."
1,"pokud si myslíte, že stále není článek neutrální, napište proč."
1,"william kirby (19. září 1759 witnesham – 4. července 1850 barham) byl významný anglický entomolog, člen linného a královské společnosti."
1,je pojmenován podle významné vyhaslé sopky puy de dôme.
0,"ladislav pešek (4. října 1906 brno – 13. července 1986 plzeň), vlastním jménem ladislav pech, byl český herec, dlouholetý člen činohry národního divadla a divadelní pedagog."
1,"nyní zde sídlí firma oerlikon, vyrábějící dříve i u nás známé obráběcí stroje (oerlikon - spiromatik, frézky na kuželová ozubená kola apod.)."
1,"vok i. z rožmberka, ""woko de rosenberch"" († 4. června 1262 štýrský hradec) byl významný český šlechtic z rozrodu vítkovců a zakladatel hradu rožmberk, podle něhož se jeho potomstvo nadále psalo."
0,toto studium ukončil v roce 1998. během let 1991 až 2004 pobýval na tříměsíčních stážích v německu či anglii.
1,"metaanalýza ukázala, že hraní násilných her působuje menší zvýšení agresivity a snížení empatie."
0,"jelikož mi pravidla brání v dlaších úpravách, žádám o návrat do poslední terminologicky neutrální verze , před pov editacemi a reverty wikipedistů „silesianus“ a marek wikipedista , které nebyly ničím zdůvodněny ve shrnutí editace.---2a00:1028:83be:4392:542a:33b1:7e4a:f714 28."
0,"felix bryk (21. ledna 1882, vídeň – 13. ledna 1957, stockholm) byl švédský antropolog, entomolog - parnassiolog a spisovatel rakouského původu."
0,"jedním z hlavních principů je „satirical point of view (spov)“, což je parodie na wikipedistické „neutral point of view ( wikipedie: npov)“."
0,"eugène-louis boudin buden (12. července 1824, honfleur – 8. srpna 1898, deauville) byl francouzský malíř, představitel impresionizmu a jeden z prvních krajinářů malujících přímo v přírodě."
1,"prosadil se také jako významný muzejník, když pro telčské muzeum vypracoval první evidenční systém sbírek."
1,"je pravidelně zván na přední světové hudební festivaly (salzburk, praha, bratislava, edinburgh a další)."
1,gustav eim (7. října 1849 šťáhlavy – 7. února 1897 florencie) byl významný český novinář a politik.
0,"podle kritik a příznivců, série proslula neotřelým humorem - padnoucím do nevyzpytatelného a vykresleného pirátského prostředí, grafickým zpracováním, nápadem, poutavým příběhem i charismatickým a osobitým hlavním hrdinou, jež cele vytvořily humorem odlehčenou, nebývalou pirátskou atmosféru."
0,josef kranz (28. února 1901 brno – 30. května 1968 znojmo) byl český funkcionalistický architekt a malíř.
1,"salcburský festival ( salzburger festspiele) je významný hudební a divadelní festival, pořádaný od roku 1920. koná se každoročně v létě během července a srpna v rakouském městě salcburk, rodišti wolfganga amadea mozarta."
1,"pracovala v národním divadle a v českém rozhlase, kde měla na stanici regina od roku 2006 pořad „mezi námi“ a od roku 2007 do dubna 2008 pořad „nedělní siesta“ , který sklidil obrovský úspěch ."
0,slatiňany jsou v město na úpatí železných hor 4 km jižně od okresního města chrudim.
0,"jozef tiso (13. října 1887 veľká bytča – 18. dubna 1947 bratislava) byl římskokatolický kněz, československý a slovenský politik, politik hlinkovy slovenské ľudové strany a v letech 1939–1945 prezident slovenské republiky."
1,"marvin gaye, rodným jménem marvin pentz gay, jr. (2. dubna 1939 – 1. dubna 1984), byl významný americký soulový zpěvák, původem z washingtonu."
0,"františek schmoranz starší (30. prosinec 1814 bělá u rychnova nad kněžnou – 4. duben 1902 slatiňany) byl architekt, stavitel a restaurátor druhé poloviny 19. století."
0,booking.com je agentura pro on-line rezervaci ubytování.
0,"byl královský úředník, zakladatel zámku zákupy, příslušník lipské části rodu berků z dubé."
0,"blanka říhová, drsc., ( 21. října 1942 praha) je česká vědkyně , imunoložka specializující se na výzkum směrovaných léčiv v rámci terapie nádorových onemocnění, mikrobioložka a bývalá ředitelka mikrobiologického ústavu akademie věd české republiky."
0,"emil pick (24. prosince 1865, přehvozdí u českého brodu – prosinec 1945, chlumek u golčova jeníkova) byl čáslavský podnikatel a mecenáš."
0,náhled|vpravo|levon aronian – šachový velmistr a   hráč bughouse
1,"teorie, která je velmi vágně formulována , takže ji nelze falsifikovat, je třeba patřičně označit."
0,"výstavba tunelu je dávána do souvislosti nejen s tranzitními koridory, ale i s úvahami o zrušení masarykova nádraží a centralizace železniční dopravy do jednoho dopravního uzlu, přičemž kolejiště hlavního nádraží by bylo přestavěno na dvoupatrové nebo by jej na regionálních spojích nahradila nedaleká podzemní zastávka opera."
0,"jaroslav ježek (25. září 1906 praha – 1. ledna 1942 new york) byl český hudební skladatel , hudební improvizátor , dramaturg a klavírista ."
1,"pokud tedy je o vztah (rozpor) mezi naukami, neexistuje důvod k tvrzení že označení za herezy je pov ."
1,"naneštěstí motor bhp (v sérii vyráběný jako adriatic) ani jeho nástupce siddeley-deasy puma nedokázal spolehlivě pracovat při požadovaném (a očekávaném) výkonu, a tak musel být jeho výkon snížen na 230 hp, aby se zvýšila jeho spolehlivost."
0,joy division byla post punková hudební skupina založená v anglickém městě manchester v roce 1976. během své existence vydala dvě studiová alba unknown pleasures a closer.
0,"pavel nikolajevič miljukov (; , moskva, ruské impérium – 31. březen 1943, aix-les-bains, francie) byl historik, ruský politik, zakladatel a vůdce konstitučně demokratické strany (tzv."
0,orlando gibbons (pokřtěn 25. prosince 1583 oxford – 5. června 1625 canterbury) byl anglický renesanční skladatel a varhaník.
1,"roku 1992 vyslovil mnohokrát vyvrácené tvrzení, podle kterého byl výsledek druhé světové války po bitvě u stalingradu stále ještě otevřený."
1,také natočila koncem 80. let videoklipy a písničky leška semelky.
0,"babovřesky 3 je český film režiséra zdeňka trošky, třetí pokračování filmu babovřesky."
0,"v 6 hodin večer už k smrti vyčerpaný trochta nedokázal pokračovat v jednání a nařídil p. pekárkovi, aby opilého dlabala odvezl domů do ústí nad labem, neboť již nehodlá nadále snášet jeho navýsost sprosté chování ."
0,"od roku 2011 vystupuje po boku genzera, ondřeje sokola a igora chmely v rámci improvizační show partička na tv prima."
1,jakub pavel (19. července 1903 komařice – 10. května 1974) byl český historik umění a významný památkář.
1,"mikuláš (nikolaus) müller ( před 1540 , † před 25. únorem 1587 praha) byl významný pražský dvorní zlatník doby manýrismu, obchodník a bankéř."
0,"zde setrval až do léta 2002, kdy byla socha jabůrkové znovuodhalena na olšanských hřbitovech."
0,"vzniku strany výrazně pomohla podpora ze strany všepolské mládeže, která byla po nějakou dobu považována za mládežnickou organizaci lpr (v roce 2006 s ní lpr omezila spolupráci a založila si vlastní mládežnickou organizaci hnutí mladých ligy polských rodin - ruch młodych ligi polskich rodzin) a katolické rozhlasové stanice radio maryja, která však její podporu postupně omezila."
1,"fudžiwara byl významný rod japonské šlechty, který se k moci dostal v období heian a postupně se propracoval až k dominantnímu postavení."
0,"anarchismus – odstranění společenské hierarchie, odpor k donucovacím autoritám"
0,jeho otec byl moravský šlechtic hartman z holštejna.
1,"zmínění faktu, že mimo samozvaných ""badatelů v psychotrnice "" probíhá/probíhal výzkum tzv."
1,"ruská vláda jej ale vydala zpět do německa, kde byl souzen a odsouzen za zločiny spáchané během studené války."
0,lubomír holeček (9. února 1946 – květen 1976) byl představitelem studentského hnutí v šedesátých letech 20. století.
1,"václav uhlíř ( 1954) je významný český varhaník, organolog a hudební pedagog."
0,"po úspěších v austrálii a spojeném království proslul ve spojených státech filmem captain blood z roku 1935, kterým odstartoval svou hvězdnou kariéru plnou rolí dobrodruhů , spojenou ale také s mnoha aférami souvisejícími s jeho prostopášným životem ."
0,david jahnl ( 1808 v kraslicích) byl plzeňský lékař.
0,nutně pov by být nemusel (resp.
0,mariss ivars georgs jansons ( 14. ledna 1943) je lotyšský dirigent.
0,valkounský dům je měšťanský dům v praze na malé straně na adrese nerudova 211/14.
1,baláš byl rovněž významný vlastivědný pracovník zaměřený na region valašska a novojičínska.
1,navíc genetický vliv podporuje i studie o výši inteligence černošských dětí adoptovaných do bělošských rodin.
0,jan farský byl buletinem final word zvolen osobností roku 2014. ocenění získal za práci v boji proti korupci v české republice.
0,"masaryk opustil legionáře na rusi v den svých 68. narozenin 7. března 1918 (odjezdem vlakem z moskvy na transsibiřskou magistrálu), když předtím zajistil, aby se vojsko ještě neexistujícího státu stalo součástí francouzské armády."
1,"auguste ferdinand françois mariette (11. února 1821, boulogne-sur-mer – 18. ledna 1881, búlák, dnes čtvrť káhiry) byl významný francouzský archeolog a egyptolog."
1,"impulzem pro založení hnutí byla akce v německu žijících extrémistických salafistů, kteří v některých městech německa vytvářeli hlídky „šaría policie“, vměšující se do soukromí občanů německa například tím, že je odrazovaly od návštěv diskoték či od popíjení alkoholu ."
1,příjmení jeho i dalších statečných československých parašutistů (jana kubiše a josefa valčíka) byla použita i pro pojmenování několika ulic v libni v blízkém okolí místa atentátu.
1,film kajínek (2010) - excelentní výkon v roli kajínkovi obhájkyně
0,v roce 2019 mu bylo uděleno ocenění „manažer roku 2018“ .
0,"vánoce slaví spousta čechů, ale kolik z nich je slaví jako křesťanský svátek?"
1,uçk účéká je zkratka označující dvě teroristické skupiny:
1,"fjodor fjodorovič ušakov (24. února 1744, burnakovo - 14. října 1817, alexejevka) byl významný ruský námořní admirál, který je považován za zakladatele ruského vojenského námořního umění a průkopníka útočné taktiky námořního boje."
1,přesto v hudebním nakladatelství dosud spoluvlastní významný podíl ( 6 % ) .
0,"oldřich sirovátka (8. září 1925 teresva, ukrajina – 31. července 1992 sádek u poličky) byl český slovesný folklorista a etnograf."
1,ernest rutherford či francis aston) a v letech 1906–1907 také významný český fyzik františek záviška.
1,"miloš táborský, ph.d., fesc, mba ( 5. října 1962, sušice) je významný český kardiolog věnující se především poruchám srdečního rytmu."
0,"john skelton, známý i jako john shelton (1460, pravděpodobně diss, norfolk – 21. června 1529, westminster, londýn) byl britský satirik a básník z období středověku."
1,"jako člověk se zdravým rozumem však neodmítal všechno, co už bylo vykonáno, neobnovil nevolnictví, nezrušil porotní soud, který se bohužel řádně zdiskreditoval sám."
0,vyrůstal v poměrně bohaté rodině v   newyorské čtvrti manhattan.
1,"po úspěších v austrálii a spojeném království se proslavil v americe filmem captain blood z roku 1935, kterým odstartoval svou hvězdnou kariéru plnou rolí dobrodruhů , spojenou ale také s mnoha aférami souvisejícími s jeho prostopášným životem."
0,"právě fakt, že s sebou na americký kontinent přivlekli svoje nemoci, zejména pravé neštovice, vedl k tomu, že panenská populace indiánů byla v klíčových oblastech během několika desítek let zredukována o 90 %."
1,"ok, v této změně nevidím problém, rád si nechám poradit, šlo to i bez vkládání šablony, zdroj jsem doplnil, doufám, že vše jej již v pořádku, přeji dobrou noc (proton post (diskuse) 5."
1,"jedná se o území bývalé republiky východní turkestán, jejíž území čínský komunistický režim okupuje od roku 1949."
0,spolský rybník je rekreační rybník u vesnice spolí.
0,jiří kolšovský (1955 – 17. srpna 1998) byl český hudebník.
1,"taxonomií strunovců se koncem 19. století zabýval významný český zoolog františek vejdovský a krátkou dobu i jeho tehdejší asistent, pozdější zakladatel zoologické zahrady v praze, jiří janda."
1,"jiří menzel ( 23. února 1938) je významný český režisér, herec a spisovatel."
1,"žerotínové (soudobě žirotínové, zpočátku z hořovic) byl významný český šlechtický rod, který původně pocházel z hořovic a od 12. století působil zejména na lounsku v okolí žerotína a panenského týnce."
1,"okolo; aemilius papinianus, významný římský právník († 212, popraven)"
1,"mladík , který vyhlásil úmysl kandidovat, ale nesplňuje věkovou podmínku"
0,queen byla britská rocková skupina založená v roce 1970 v londýně.
1,jejím dalším úspěchem je zisk stříbrné medaile ve slopestylu v premiérovém startu na x games 2013. na zimních olympijských hrách v soči v roce 2014 obsadila skvělé páté místo v disciplíně slopestyle .
1,"ledna 2001 v závěrečném jednání poslanecké sněmovny poslanci konstatovali, že odstoupení jiřího hodače je podmínkou řešení situace v čt, a pokud neodstoupí, vyzvali radu čt, aby jej 8. ledna odvolala (kritici stávky však často účelově uváděli pouze jiný bod toho usnesení – že generální ředitel čt byl jmenován v souladu se zákonem )."
1,"otto slabý (26. květen 1913 havlíčkův brod – 18. říjen 1993 plzeň) byl významný český lékař, histolog a embryolog, vědecký pracovník, vysokoškolský profesor a významný přírodovědec, entomolog - převážně lepidopterolog."
0,"akademický architekt václav hilský (6. září 1909, krásno nad bečvou, valašské meziříčí – 7. října 2001, praha) byl český architekt a urbanista, otec jazykovědce a překladatele martina hilského, manžel překladatelky a pedagožky vlasty hilské."
0,padoucha kapitána bradleyho si zahrál guy madison.
1,aréna hostí tenisové zápasy běloruského daviscupového a fedcupového týmu.
0,seriál se (v nekompletní podobě) vysílal i v česku.
0,"michail vasilijevič lomonosov (rusky михаил васильевич ломоносов, 19. listopadu 1711, denisovka (dnes lomonosovo) – 15. dubna 1765, petrohrad, data jsou přepočtena na gregoriánský kalendář) byl ruský polyhistor - chemik, kromě toho také básník, obecně umělec, historik a odborník mnoha dalších oborů."
0,"„katedrových socialistů” a odborníka finanční vědy a ještě týž rok se dal zapsat na pařížské svobodné škole politických věd, kam ho přilákala skvělá jména některých profesorů této školy zvláště alberta sorela, emila boutmy, anatola henry leroy-beauliena a ruského státníka nik."
1,na západním okraji kunratického lesa (blízko kardiocentra ikem) fungují dvě pozoruhodné restaurace - u krále václava iv.
0,"je součástí stejnojmenné společnosti, která se zabývá prodejem a distribucí technické a počítačové literatury."
0,oznámení ve výše uvedeném příkladu pak zní:
0,"hercules pieterszoon seghers nebo segers erkyles séchers (1589 nebo 1590, (patrně) haarlem - mezi l. 1635 - 1639, (patrně) haag) byl holandský malíř, krajinář a grafik 17. století."
0,"ester šimerová-martinčeková (23. ledna 1909 bratislava – 7.srpna 2005 liptovský mikuláš) byla známá slovenská malířka , výtvarnice a scénografka ."
0,"doporučuji to celé smazat, protože jediným argumentem pro tyhle s prominutím nezávislé rádoby informace jsou z dobového objektivního tisku... celý článek o této osobě je pahýl."
0,irská republikánská armáda byla v minulých letech oficiálně odzbrojena (dohoda byla uzavřena v pátek 10. dubna 1998 - prošla referendem v obou částech irska) ( dobrovně se vzdala pod dozorem nezávislých pozorovatelů svého arzenálu) a ukončila svojí ozbrojenou činnost.
0,"michail ivanovič čigorin, rusky михаил иванович чигорин, (12. listopadu 1850, gatčina u petrohradu – 25. ledna 1908, lublin) byl ruský šachista, jeden z nejlepších světových hráčů své doby, mistr ruska z let 1899 až 1905."
0,basileios veliký – řecký raně křesťanský teolog
1,"podrobnější průzkum ve spojených státech v roce 2010 pro pro fox news mezi registrovanými voliči udává co do podpory povahy vztahu, že: v kontrastu s jinými studiemi si jen 37 % myslí, že by homosexuálům měla být povolena legalizace manželství, 29 % si myslí, že by mělo být povoleno partnerství, nikoliv maželství a 28 % si myslí, že by neměla být povolena žádná legalizace jejich vztahů."
0,"v roce 1813 zde sbíral, zkoumal a pozoroval rostliny švédský botanik göran wahlenberg."
0,ze skály je vyhlídka do údolí horní smědé a rokle černého potoka.
0,17letý kyle rittenhouse z antiochie v illinois zastřelil dva demonstranty během několika střetů na dvou místech.
1,"výstavba tunelu je dávána do souvislosti nejen s tranzitními koridory, ale i s úvahami o zrušení masarykova nádraží , odstranění jeho nevýhod jako hlavové stanice a centralizace železniční dopravy do jednoho dopravního uzlu, přičemž kolejiště hlavního nádraží by bylo přestavěno na dvoupatrové nebo by jej na regionálních spojích nahradila nedaleká podzemní zastávka opera."
0,"autorem konstrukce celé třídy byl francouzský konstruktér henri dupuy de lôme, samotná loď byla postavena v loděnici arsenal de toulon."
0,"do širšího podvědomí veřejnosti se dostal svými snahami o zavedení účinných opatření s cílem zachránit životy během pandemie covidu -19, kdy vládu opakovaně vyzýval ke ke krátkému tvrdému lockdownu včetně uzavření průmyslu , jaký byl zaveden v mnoha i chudších zemích ."
1,queen byla legendární britská rocková skupina založená v roce 1970 v londýně.
0,"ačkoliv v drtivé většině případů není zpochybňována perzekuce židů jako celek, vžilo se pro tento fenomén též označení popírání holocaustu."
0,"lukáš lhoťan ( 8. července 1980, čeladná) je český nakladatel, publicista, bloger, zakladatel česko-muslimského institutu a ex-muslim a konvertita ke křesťanství."
0,nostalgie po návratu éry sssr (viz také druhá studená válka)
0,"jako věcně správné pojmenování celého státu je většinou odborníků označováno česko, ovšem toto označení má řadu odpůrců, mnozí jej považují za ošklivý novotvar (přestože bylo použito i dlouho před vznikem československa), něco nepatřičného či cizorodého."
0,semenya má zlatou medaili z běhu na 800 m na ms v berlíně 2009. výrazné zlepšení v sezóně 2009 (až na čas 1:55 min.)
0,"szolem mandelbrojt (10. ledna 1899 varšava, polsko, ruské impérium – 23. září 1983 paříž, francie) byl francouzský matematik původem z litvy."
1,"svatý bernard z clairvaux (1090/1091, hrad fontaines u dijonu – 20. srpna 1153, klášter clairvaux) byl velmi významný středověký teolog, filosof, myslitel a mystik, důležitý člen nově vzniklého cisterciáckého řádu."
0,mluvčí iniciativy jan májíček na webových stránkách socialistické solidarity vyjádřil podporu organizaci hizballáh.
0,"george sprague myers (2. února 1905, jersey city, new jersey – 4. listopadu 1985, scotts valley, kalifornie) byl americký ichtyolog, herpetolog a akvarista."
0,"stupně, přičemž besser ve svém živototpise tvrdí, že mu to nebylo umožněno vzhledem k tomu, že nebyl členem komunistické strany."
1,"případ byl ze strany lidí kritizujících nerovný postup vůči rasismu ze strany romů a ostatních obyvatel české republiky , mimo jiné i pravicových extremistů , často srovnáván se žhářským útokem ve vítkově."
0,ilustrační obrázek těla jako erotogenní zóny.
1,"mihailo lalić (v srbské cyrilici миxаило лалић, trepča 7. října 1914 – 30. prosince 1992) byl významný srbsky spisovatel."
0,"její otec byl hudebník, primáš, jednalo se také o dvorního muzikanta knížete františka rákocziho."
0,"původní verze o incidentu, jehož účastníkem měl být antonín eliáš, vyznívala, jako by byl sám obětí útoku, přestože byl za uvedený incident odsouzen (odkaz opět výlučně na stránky uphc)."
0,"30. března – františek antonín špork, český šlechtic, mecenáš umění ( 9. března 1662)"
0,"svou teorii dokládá nálezem krystalů s malbami, které prý není možné vytvořit pomocí dnes existujících technologií ."
0,katastrem kníniček prochází trasa nedokončené exteritoriální dálnice vídeň - vratislav a do budoucna se uvažuje i o využití jejího zdejšího úseku pro vybudování plánované dálnice d43.
0,paseka je české nakladatelství a knihkupectví.
1,poté byl uskutečněn ve dvou vlnách experiment s názvem kuponová privatizace.
0,sovětské jednotky opustily ostrov 5. dubna 1946.
0,oravský hrad je hrad na slovensku nacházející se v obci oravský podzámok.
1,"file:vavrousek 55 kalubice.jpg|špýchar v kalubicích, foto: bohumil vavroušek, 1920. tato stavba už bohužel nestojí."
0,"tunelů, které svou délkou přesahují 1000 m je v česku v současné době 5 ."
0,po převzetí moci komunisty v únoru 1948 byly zákonem č.
0,"camillo sitte (17. dubna 1843 vídeň – 16. listopadu 1903 vídeň) byl rakouský urbanista, architekt a malíř."
1,zejména v oblasti výběru daní dosáhl významných úspěchů – podařilo se mu dokončit elektronizaci a propojení ruské daňové infrastruktury.
1,"multikulturalismus je často kritizovaný myšlenkový a politický směr (kulturní ideologie), který zastává stanovisko, že v jednom demokratickém státě mohou společně žít nejen jednotlivci, ale i skupiny s různou kulturou a zdůrazňuje prospěšnost kulturní rozmanitosti pro společnost a stát."
0,dnes je saké s dlouhým é součástí oficiálních pravidel českého pravopisu.
