sentence,label
"K. M. Walló (ze skautského jména Kimi), vlastním jménem Ladislav Walló (27. června 1914 v Praze – 1. dubna 1990 v Praze) byl český režisér, scenárista, spisovatel, překladatel, písňový textař a dabingový odborník, který je považován za zakladatelskou osobnost českého dabingu, otec dabingové režisérky a spisovatelky Olgy Walló.",0
Tito dva představitelé radikálního husitství ho podpořili v jeho záměru odejít z Prahy.,0
"Edward Cornelis Florentius Alfonsus Schillebeeckx (12. listopadu 1914, Antverpy – 23. prosince 2009, Nijmegen, Nizozemsko) byl belgický teolog a dominikán.",0
referendum2016 .cz/ Stránky spolku Brno+,0
"Jan Malíř ( 17. srpna 1948, Praha) je významný český kameraman.",1
"Vsevolod Michajlovič Eichenbaum (rusky: Все́волод Михйлович Эйхенбум, 11. srpna 1882 – 18. září 1945), později známý jako Volin, byl významný ruský anarchista, který se podílel na Ruské a Ukrajinské revoluci.",1
"4. ledna - Helena Růžičková, česká herečka ( 13. červen 1936)",0
"Michail Ivanovič Čigorin, rusky Михаил Иванович Чигорин, (12. listopadu 1850, Gatčina u Petrohradu – 25. ledna 1908, Lublin) byl ruský šachista, jeden z nejlepších světových hráčů své doby, mistr Ruska z let 1899 až 1905.",0
"Jonathan Bryan Toews ( 29. dubna 1988, Winnipeg, Manitoba, Kanada) je mladý a velice nadějný kanadský hokejový útočník hrající v týmu Chicago Blackhawks v severoamerické lize (NHL).",1
"Rafael Kubelík (1914-1996), český dirigent, houslista a skladatel",0
"Po jejím skončení zůstal Hradec Králové stále hospodářským a kulturním centrem východních Čech, ovšem v naprosto odlišných politických a společenských podmínkách.",0
"František Uhlíř ( 24. července 1950 Ústí nad Orlicí) je český jazzový hráč na kontrabas, skladatel, pedagog, vedoucí kapely František Uhlíř Team.",0
"Freudovo lehátko v bytě na Berggase 19, na němž jeho pacienti volně asociovali",0
"Navázal na učení svých předchůdců; v Teologii těla rozvinul a prohloubil jejich učení v oblasti sexuální morálky a v encyklice Evangelium vitae jednoznačně potvrdil církevní stanovisko, že interrupce, antikoncepce a euthanasie jsou morálně nepřípustné, kteréžto učení zároveň prohlásil za neměnné a neomylné.",0
Václav Jan Emanuel Radimský (6. října 1867 Kolín nad Labem – 31. ledna 1946 Pašinka u Kolína) byl významný představitel českého a francouzského impresionizmu přelomu 19. a první poloviny 20. století.,1
"– 9. dubna 1986 Vídeň) byl český spisovatel, významný heraldik a kníže z orlické větve rodu Schwarzenbergů.",1
"Hans Heinrich Mundt, uváděn také jako Johann Heinrich Mundt (1632–1691) byl významný pražský stavitel varhan.",1
"Dům Kalich, původně nazývaný Dům pod Bání, je významný městský dům v Litoměřicích na Mírovém náměstí č.",1
"Karl Zimmermann, šlechtic von Neissenau (7. listopadu 1863 – 23. října 1924), byl významný severočeský průmyslník.",1
Croc: Legend of the Gobbos je 3D plošinovka z pohledu třetí osoby.,0
"Filippo Brunelleschi (1377 – 15.dubna 1446 Florencie) byl italský architekt, který je považován za průkopníka nového, renesančního architektonického stylu.",0
"Ignác Antonín Born, známý také jako Ignatius von Born, německy: Ignaz šlechtic von Born, maďarsky Born Ignác (26. prosince 1742, Alba Iulia (župa Maramureş) v Rumunsku, Sedmihradsko – 24. července 1791, Vídeň) byl rakouský osvícenec, mineralog, geolog, montanista a svobodný zednář druhé poloviny 18. století.",0
"Hercules Pieterszoon Seghers nebo Segers erkyles séchers (1589 nebo 1590, (patrně) Haarlem - mezi l. 1635 - 1639, (patrně) Haag) byl holandský malíř, krajinář a grafik 17. století.",0
Kromě výletů za historií nabízí Hurghada i cesty na blízké ostrůvky (nejznámější je ostrov Giftun) za světem korálových útesů.,0
"První období nového čínského státu bylo typické autokratickou vládou Mao Ce-tunga, jejíž následky ještě dnes vzbuzují řadu kontroverzí, hlavně kvůli nesmiřitelné politice vůči odpůrcům (vypuzení intelektuálů po Kampani sta květů), mnohým ekonomickým zločinům (v hladomoru následujícím po Velkém skoku zemřelo mezi 20 až 30 miliony lidí) a obrovským škodám v kulturním dědictví (v rámci Kulturní revoluce probíhala oficiálně nařízená ničení starých předmětů a staveb).",0
Přibyslav z Křižanova († 16. února 1251) byl moravský velmož své doby.,0
"Jaroslav Černý (22. srpna 1898, Plzeň – 29. května 1970, Oxford) byl významný český egyptolog.",1
"Sergej Matvejevič Štemenko (, stanice Urjupinská – 23. dubna 1976, Moskva) byl sovětský generál druhé světové války, náčelník generálního štábu Sovětské armády v letech 1948 - 1952, člen komunistické strany.",0
"Proces proběhl v roce 1692 ve městě Salem (stát Massachussets) mezi evropskými imigranty, kteří byli ovlivněni dobovými mýty a kulturou.",0
"– 13. června 1961 tamtéž) byl významný český ekonom a politik, tvůrce teleologické hospodářské teorie, několikanásobný prvorepublikový ministr financí, první rektor Masarykovy univerzity (1919–1920) a rektor Univerzity Karlovy (1947–1948).",1
"Franz Flamin von Plankenheim (18. května 1677 – 7. května 1733) byl český šlechtic, majitel Horního a Dolního Chodova, významný regionální donátor a mecenáš.",1
"Od roku 2006 je členem prestižního Triple Gold Clubu (vítězství na Mistrovství světa v ledním hokeji 1991, Olympijských hrách 2006 a ve Stanley Cupu 1997, 1998, 2002, 2008.",1
Ostravice (okres Frýdek-Místek) – Obec ve výše uvedeném kraji.,0
"Heřman I. Durynský ( Hermann I. von Thüringen; 1155 – 25. dubna 1217, Gotha) byl lantkrabě durynský a falckrabě saský z dynastie Ludowingů a mecenáš minnesängerů.",0
"Jiří Pelán, Ph.D. ( 19. července 1950 v Českém Krumlově) je významný český literární historik a překladatel, především z románských jazyků, a vysokoškolský pedagog na Filozofické fakultě Univerzity Karlovy.",1
Po ukončení první fase 20. června 2004 byl až do 3. prosince 2004 zdánlivý klid.,1
Mladějov ) byl český matematik a fyzik a průkopník železnice.,0
Otto Kohn (1887 - 1965) byl český architekt židovského původu.,0
"Karel Plíhal ( 23. srpna 1958 v Přerově) je český folkový kytarista, zpěvák; výborný skladatel, textař, klávesista a aranžér.",1
"Mnoho z těchto hodnot je však nyní ohroženo developerskými aktivitami společností Karla Komárka, které se staly vlastníky cca 110 ha okolních pozemků.",1
"Její soudobou obnovu, úpravu a rozvoj navrhli známí architekti Zdeněk Jiran a Michal Kohout (2003).",1
Joch je též tečem kritiky ze strany odpůrců vojenské agrese NATO vůči Jugoslávii a americké intervenční zahraniční politiky obecně.,1
"Obec je rodištěm významného vojáka a letce, hrdiny československého protinacistického odboje a oběti komunistického teroru, plukovníka Josefa Brykse.",1
"Jiří Pelán, Ph.D. ( 19. července 1950 v Českém Krumlově) je český literární historik a překladatel, především z románských jazyků, a vysokoškolský pedagog na Filozofické fakultě Univerzity Karlovy.",0
"Kumaradžíva (344 - 413) byl významný buddhistický mnich z Kuči, učenec a překladatel.",1
Melvil Dewey (10. prosince 1851 – 26. prosince 1931) byl významný americký knihovník a vynálezce Deweyho desetinného systému.,1
"Ludwig Landgrebe, (9. března 1902 Vídeň – 14. srpna 1991 Kolín nad Rýnem) byl fenomenologický filosof 20. století.",0
"století) byl buddhistický učenec, nevlastní bratr Asangy, spoluzakladatel jógáčáry a autor Abhidharmakóši.",0
"V roce 1979 zemřel po delší nemoci její celoživotní partner Václav Vydra mladší, s nímž žila od roku 1945 a vychovávala syna Václava Vydru nejmladšího, dnes dalšího pokračovatele herecké dynastie Vydrů.",0
"V roce 1922, kdy se odehrál slavný pochod Mussoliniho a jeho stoupenců na Řím, byl Balbo již předním fašistickým velitelem a jedním ze čtyř organizátorů této akce.",1
"Jan Kryštof Handke, Johann Christoph Handke (18. února 1694 Rýmařov – 31. prosince 1774 Olomouc) byl moravský barokní malíř.",0
"Jára Kohout, vlastním jménem Jaroslav Kohout (9. prosince 1904 Praha – 23. října 1994 Praha) byl český filmový herec a zpěvák.",0
"Aemilius Papinianus (okolo 142, 146 – 212, popraven), byl významný římský právník a v letech 205-212 i velitel pretoriánské gardy.",1
"Hector Luis Berlioz (11. prosince 1803 La Côte-Saint-André (Isère) – 8. března 1869 Paříž) byl významný francouzský skladatel, spisovatel a hudební kritik.",1
"Karel Slavoj Amerling (18. září 1807 Klatovy – 2. listopadu 1884 Praha-Hradčany ) byl český pedagog, filozof a lékař, zakladatel novátorského všeobecně vzdělávacího ústavu Budeč vlastní koncepce, který však finančně zkrachoval (1839–1848),",0
Thomas Chippendale (1718 Farnley u Leedsu – 13. listopadu 1779 Londýn) byl významný výrobce nábytku a designér interiérů.,1
"V roce 1979 zemřel po delší nemoci její celoživotní partner vynikající Václav Vydra mladší, s nímž žila od roku 1945 a vychovávala syna Václava Vydru nejmladšího, dnes dalšího pokračovatele herecké dynastie Vydrů.",1
"Pompeu Fabra i Poch (20. února 1868, Barcelona – 25. prosince 1948, Prades) byl významný katalánský jazykovědec, hlavní autor v současnosti používané jazykové normy katalánštiny.",1
"Blažej Ráček (3. února 1884, Křoví – 26. listopadu 1970, Moravec) byl český římskokatolický kněz, člen jezuitského řádu, profesor arcibiskupského gymnázia v Praze-Bubenči a církevní historik.",0
"Za tímto účelem vydali vlastní překlad Bible – Překlad nového světa, o němž tvrdí, že je dynamickým a přitom doslovným překladem z původních jazyků.",0
Adolf (9. prosince 1594 – 16. listopadu 1632) byl od roku 1611 švédský král a vojenský reformátor.,0
"Louis Francis Albert Victor Nicholas Mountbatten, 1. hrabě Mountbatten z Barmy (25. června 1900 – 27. srpna 1979) byl významný britský šlechtic, námořní velitel a politik.",1
Leo Perutz (2. listopadu 1882 Praha – 25. srpna 1957 Bad Ischl) byl významný rakouský židovský spisovatel a dramatik.,1
"František Benedikt Klíčník (též Klitznik, Klitschnik) (1678, Ivanovice na Hané – 8. dubna 1755, Brno) byl významný brněnský měšťan, donátor a stavitel 18. století, současník Mořice Grimma.",1
Thomas Chippendale (1718 Farnley u Leedsu – 13. listopadu 1779 Londýn) byl výrobce nábytku a designér interiérů.,0
"Sankt Petěrburg) byli ruští spisovatelé, kteří se stali známí romány jako například Piknik u cesty, Poledne, 22. století, Je těžké být bohem nebo Špunt.",0
Jan Bürgermeister ( 9. prosince 1947 Praha) je kontroverzní pražský politik ODS.,1
Celkem 68 osobností se již objevilo v osmi řadách StarDance.,0
"duha) byla britská hardrocková skupina, kterou po odchodu z Deep Purple založil v roce 1975 kytarista Ritchie Blackmore.",0
"Ivan Martin Jirous (23. září 1944 Humpolec – 9. listopadu 2011 Praha), známý též pod přezdívkou Magor nebo Magor Jirous, byl český básník, publicista a výtvarný kritik, spiritus agens českého undergroundu.",0
"Jaromír Homolka ( 16. května 1926 Zvolen) je významný český historik umění, zabývající se českým a evropským gotickým uměním.",1
"Václav Uhlíř ( 1954) je významný český varhaník, organolog a hudební pedagog.",1
"Je vdaná, manžel Jaroslav Brož je brněnský advokát.",0
"Tommaso di Giovanni di Simone Guidi, zvaný Masaccio (narozen 21. prosince 1401 San Giovanni Valdarno - zemřel na podzim roku 1428 v Římě) byl italský malíř, který je považován za zakladatele renesančního malířství.",0
prosazení agendy lidských práv do americké zahraniční politiky – v souvislosti s tím i finanční a propagandistická podpora (např.,0
Česká Miss 2011 je 7. ročník nejprestižnější české soutěže krásy Česká Miss.,1
"Dne 15. srpna nad ránem začal bitvu u Lehnice, v té době ovšem netušil, že severovýchodně od města se v nevelké vzdálenosti nacházejí velmi početné pruské jednotky, které byly navíc v noci ve zbrani, a jež donutily Laudonovo vojsko k ústupu.",1
"Michael Mandík (1640 Gdaňsk – 1694 Tovačov) byl barokní sochař, autor četných realizací v Kroměříži, Olomouci a ve Znojmě.",0
"Friedrich Adolf Muschg ( 13. května 1934, Zollikon, Kanton Curych) je švýcarský spisovatel, básník a literární vědec.",0
"Karel Dvořák (8. ledna 1859, Plandry u Jihlavy – 12. dubna 1946, Praha) byl český novinářský fotograf.",0
Autorem projektu byl významný bratislavský rodák Viktor Rumpelmayer.,1
"Kapitán Henigst se svým křižníkem Admiral Hipper (1500 uprchlíků) zpočátku pomalu projížděl mezi záchrannými čluny a vyzvedával co nejvíce ztroskotanců, ale kvůli hrozícímu ponorkovému nebezpečí po chvíli zvýšil rychlost a nabral původní směr.",1
"V článku nejsou vyjádřeny sympatie k Tálibánu, ani umístění obrázku nevyjadřuje žádný postoj, čili není pravdou, že by došlo k nějakému porušení neutrality.",1
"Ferdinand Zecca (1864 – 23. březen 1947) byl francouzský průkopník filmu, herec, režisér, scenárista a producent, který se do filmové historie zapsal sérií snímků, kterou nazval ""Dramatické aneb realistické scény"".",0
Ho Chi Minh byl rovněž dlouhá léta agentem Kominterny a mnoho let žil v Moskvě a Paříži .,1
Queen byla legendární britská rocková skupina založená v roce 1970 v Londýně.,1
"Heinrich Wölfflin (21. června 1864 Winterthur – 19. července 1945 Curych) byl významný švýcarský historik umění, jehož analytický, deskriptivní systém zásadně ovlivnil metodologii dějin umění první poloviny 20. století.",1
"Narodil se zde i Johann von Wenisch (1802–1895), rakouský soudce a politik.",0
"Pseudověda je společenský jev a jako taková může být encyklopedicky významná, ale to by v článku nemělo zakrýt popis většinového pohledu na článek a každá zmínka má být poměřitelná k svému významu.",1
"Heinrich von Freiberg (působil koncem 13. století, životní data neznáma) byl německý básník.",0
Štěpán z Pálče (1370 – před 27. květnem 1423 Polsko ) byl český kněz a učenec konce 14. a začátku 15. století.,0
"František Pošta (22. srpna 1919 Lány – 18. července 1991 Praha) byl významný český kontrabasista, který v Československu nejvýrazněji přispěl k prosazení kontrabasu jako sólového koncertantního nástroje.",1
Jakub Auguston mladší (asi 1668 – 3. února 1735) byl významný plzeňský barokní architekt a stavitel.,1
"Jack St. Clair Kilby (8. listopadu 1923 Jefferson City, USA – 20. června 2005 Dallas, USA) byl americký elektroinženýr, který v roce 2000 obdržel Nobelovu cenu za fyziku (společně s dalšími dvěma vědci).",0
"Jaroslav Soukup (10. března 1902 Příbram – 14. listopadu 1989 Lima, Peru) byl český salesiánský kněz, misionář v Peru a botanik.",0
Jejím otcem byl německý evangelický teolog Ernst Käsemann.,0
"Jiří Hromada ( 14. června 1958, Chomutov) je český herec (dabér), prezident gay hnutí v ČR (1991-2006), prezident Herecké asociace (2011-dosud), bývalý šéfredaktor gay časopisů (SOHO revue, GAYČKO), politik a gay aktivista.",0
"Josef Rudolf Čeněk Čermák ( 15. listopadu 1924 Skůry) je představitel československého exilu, právník, básník, publicista a historik.",0
Je spojována se zeměmi s vládami socialistického až diktátorského charakteru.,1
"Pavel Tigrid, narozený jako Pavel Schönfeld (27. října 1917 Praha – 31. srpna 2003 Héricy, Seine-et-Marne, Francie), byl český spisovatel, publicista a politik, jeden z nejvýznačnějších představitelů českého protikomunistického exilu.",0
Je také autorem dvou knih.,0
"Vojen Ložek ( 26. července 1925 Praha ) je významný český přírodovědec, odborník na přírodu kvartéru (čtvrtohor), zoolog-malakolog, dlouholetý ochránce přírody, spisovatel-publicista a pedagog.",1
Miroslav Hroch ( 14. června 1932 Praha) je významný český historik se zaměřením na problematiku formování moderních národů.,1
"31. března 1841 se zde narodil Jaroslav Samuel Zacheus, slovenský vlastenec, pedagog, redaktor, publicista a první organizátor Slovensko-bulharských vztahů.",0
"Světlá stezka (španělsky: Sendero Luminoso) je označení pro maoistickou organizaci v Peru, známou pod názvem Komunistická strana Peru (španělsky: Partido Comunista del Perú).",0
"Tvoří zábavná videa, kde se tancuje, zpívá, nebo jiným způsobem baví ostatní prostřednictvím sociální sítě a aplikace Musical.ly.",1
"Marcus Valerius Maximianus (2. století Poetovio, Panonie - ) byl římský generál v období markomanských válek za vlády císaře Marca Aurelia.",0
"Karel Slavoj Amerling (18. září 1807 Klatovy – 2. listopadu 1884 Praha-Hradčany ) byl český pedagog, filozof a lékař, zakladatel novátorského všeobecně vzdělávacího ústavu Budeč vlastní koncepce, který však bohužel finančně zkrachoval (1839–1848),",1
Gymnázium Arabská je pražské čtyřleté státní gymnázium sídlící na Praze 6.,0
"Antônio Carlos Brasileiro de Almeida Jobim (25. ledna, 1927, Rio de Janeiro – 8. prosince, 1994, New York), nebo Tom Jobim byl významný brazilský hudebník, spolu s João Gilbertem zakladatel bossa novy – kytarista, klavírista a zpěvák, který ovlivnil jazzmany mnoha generací.",1
Irská republikánská armáda byla v minulých letech oficiálně odzbrojena (dohoda byla uzavřena v pátek 10. dubna 1998 - prošla referendem v obou částech Irska) ( svévolně se vzdala pod dozorem nezávislých pozorovatelů svého arzenálu) a ukončila svojí ozbrojenou činnost.,1
"Narodila se v Benátkách do bohaté a urozené rodiny, jejíž členové patřili už po několik generací k významným mecenášům umění a věd.",1
"Vladimír Sýkora (pseudonymy Juraj Valach, Peter Zvon) (9. ledna 1913, Chrudim, Rakousko-Uhersko – 19. října 1942, Bratislava, Slovenský stát) byl slovenský dramatik, divadelní kritik a režisér.",0
"Alan Mathison Turing, OBE (23. června 1912 – 7. června 1954) byl významný britský matematik, logik, kryptoanalytik a zakladatel moderní informatiky.",1
na zdejší faře pobýval a studoval významný český cestovatel a botanik Tadeáš Haenke.,1
"Jan Heller (22. dubna 1925, Plzeň – 15. ledna 2008, Praha) byl významný český religionista, biblista, protestantský teolog, vysokoškolský pedagog a překladatel z hebrejštiny a foiničtiny.",1
"Její prateta byla manželkou básníka Alexandra Sergejeviče Puškina, otec byl významný architekt.",1
", 20. října 1850, Košice - 3. srpna 1923, Budapešť) byl významný uherský inženýr a stavitel, košický rodák, autor projektu korintského průplavu a spoluprojektant Panamského průplavu.",1
"Josef „Pepi“ Bican (25. září 1913 – 12. prosince 2001) byl slavný česko-rakouský fotbalista, trenér a bezpochyby nejlepší hráč, který kdy hrál českou nejvyšší soutěž.",1
"Vlastimil Brodský, přáteli a kolegy zvaný Bróďa (15. prosince 1920 Hrušov nad Odrou nyní součást Ostravy – 20. dubna 2002 Slunečná u České Lípy) byl významný český herec, dlouholetý člen hereckého souboru Divadla na Vinohradech (v Národním divadle vystupoval pouze jako host).",1
"František Smolík (23. ledna 1891 Praha-Vinohrady – 26. ledna 1972 Praha) byl český herec, dlouholetý člen činohry Národního divadla v Praze.",0
"Jiří Pernes, Ph.D. ( 4. července 1948, Svitavy) je moravský historik a politik, v roce 2010 (od dubna do května) působil i jako ředitel Ústavu pro studium totalitních režimů.",1
"Václav Poštolka (13. září 1948, Chomutov – 17. dubna 2009, Liberec) byl český geograf, vysokoškolský pedagog a člen České geografické společnosti.",0
"V těsné blízkosti Mrtníka se nachází kaolinový lom, který je v provozu již od roku 1903.",0
"Autorem je E. C. Tolman, významný americký představitel neobehaviorismu, který vycházel z teorií gestaltismu.",1
Naftule Brandwein (1884 nebo 1889 – 1963) byl významný klezmerový klarinetista.,1
}}X Japan byla japonská metalová kapela založená v říjnu roku 1982.,0
"Již v roce 1998 se Drašković začal díky otázce Kosova sbližovat s Miloševićem a během agrese NATO vůči Jugoslávii dokonce působil do 29. dubna 1999, kdy byl sesazen, ve funkci zástupce premiéra.",1
Jean Frédéric Bazille (6. prosince 1841 – 28. listopadu 1870) byl významný francouzský impresionistický malíř působící především jako portrétista a krajinář.,1
"Jiná státní agentura pod jeho vedením realizovala komplexní ocenění půdy v celé Ruské federaci, což umožnilo zavedení pozemkové daně v zemi.",0
Série protestů Euromajdan vedla k opětovným sporům mezi Ukrajinou a Ruskem.,0
Jeho otcem byl český hokejista a sportovní činovník JUDr.,0
"Louis Malle ( 30. října 1932 Thumeries, Nord – 23. listopadu 1995 Beverly Hills, USA) byl francouzský režisér, scenárista a filmový producent, držitel mnoha mezinárodních filmových cen včetně Oscara, Césara a Filmové ceny Britské akademie.",0
"Eduard Gurk (17. listopadu 1801 Vídeň – 31. března 1841 Jeruzalém) byl rakouský malíř, významný představitel biedermeieru.",1
"Dne 2. listopadu 2007 napsal pro BBC článek Michael Geist, významný kanadský akademik zabývající se autorským právem, v němž rozebral specifické aspekty a širší dopady tohoto případu.",1
Z českých běžců se v minulosti dokázal prosadit legendární Josef Odložil a Stanislav Jungwirth.,1
V případě úspěchu by vyrovnal rekord legendárního Američana Peta Samprese se sedmi vítězstvími ve Wimbledonu a zároveň jeho rekord v počtu týdnů strávených na postu světové jedničky.,0
"), Paříž - 5. července 1899) byl francouzský entomolog.",0
"František Antonín hrabě Špork (9. března 1662 Lysá nad Labem – 30. března 1738 Lysá nad Labem ) byl český šlechtic, významný mecenáš umění.",1
"Jiří Lábus ( 26. ledna 1950, Praha) je český herec, bratr významného českého architekta Ladislava Lábuse.",1
"Festival Roskilde je evropský hudební festival, který se koná každoročně v dánském Roskilde.",0
"2008 – Yves Saint Laurent, francouzský módní návrhář ( 1. srpna 1936)",0
"William Clark Styron, Jr. stajrn (11. června 1925 Newport News, Virginie – 1. listopadu 2006 Martha's Vineyard, Massachusetts) byl významný americký prozaik, představitel tzv.",1
Podle jednoho z médií je zásadním odpůrcem transparentního jednání funkcionářů a zaměstnanců .,0
"Ladislav Jásek ( 16. listopadu 1929 Mořina u Berouna) je český houslista, žák Bedřicha Voldana a Jindřicha Felda.",0
Kamil Roškot (29. dubna 1886 Vlašim – 12. července 1945 Paříž) byl český architekt období funkcionalismu.,0
"František Polák (18. dubna 1943) je významný český televizní scenárista, dramaturg a režisér, působící prakticky výhradně v České televizi.",1
"François Mansart (23. ledna 1598 v Paříži – 23. září 1666 tamtéž) byl francouzský architekt, představitel klasicismu.",0
"Anton Grigorijevič Rubinstein též Rubinštejn (; 28. listopadu 1829 – 20. listopadu 1894) byl významný ruský pianista, skladatel a dirigent období romantismu.",1
Malcolm Sheperd Knowles (24. března 1913 – 27. listopadu 1997) byl významný americký teoretik vzdělávání dospělých a andragogiky.,1
"Jaromír Neumann, DrSc., (15. srpna 1924 Městec – 26. října 2001, Praha) byl český historik umění věnující se převážně baroknímu umění.",0
Se třetí řadou na jaře a čtvrtou na podzim se vrátila úspěšná show Tvoje tvář má známý hlas.,1
